event,gender,place,athlete,year,team,result,converted,meet,meet_date
800 Meters,m,2,"Murray, Declan",SR-4,Loyola (Ill.),1:46.77,False,55th Mt. SAC Relays,2013-04-18
800 Meters,m,2,"Loxsom, Casimir",SR-4,Penn State,1:46.77,False,55th Mt. SAC Relays,2013-04-18
800 Meters,m,4,"Kidder, Brannon",FR-1,Penn State,1:47.23,False,55th Mt. SAC Relays,2013-04-18
800 Meters,m,5,"Mokone, David",JR-3,Western Kentucky,1:47.51,False,55th Mt. SAC Relays,2013-04-18
800 Meters,f,1,"Goule, Natoya",JR-3,LSU,2:00.76,False,LSU Alumni Gold,2013-04-20
800 Meters,f,2,"Roesler, Laura",JR-3,Oregon,2:01.75,False,55th Mt. SAC Relays,2013-04-18
800 Meters,f,3,"Lipsey, Charlene",SR-4,LSU,2:03.13,False,LSU Alumni Gold,2013-04-20
800 Meters,f,4,"Malasarte, Megan",JR-3,Georgia,2:03.23,False,SEC Outdoor Track & Field Championships,2013-05-09
800 Meters,f,5,"Wallace, Lauren",SR-4,UC Davis,2:03.39,False,Big West Conference Track & Field Championships,2013-05-10
1500 Meters,m,1,"Lalang, Lawi",JR-3,Arizona,3:38.53,False,Pac-12 Track & Field Championships,2013-05-04
1500 Meters,m,2,"Masters, Riley",SR-4,Oklahoma,3:38.79,False,Payton Jordan Invitational,2013-04-28
1500 Meters,m,3,"Atchoo, Michael",JR-3,Stanford,3:39.57,False,Payton Jordan Invitational,2013-04-28
1500 Meters,m,4,"Hatz, Alex",SO-2,Wisconsin,3:39.87,False,Payton Jordan Invitational,2013-04-28
1500 Meters,m,5,"Casey, Patrick",SR-4,Oklahoma,3:40.04,False,Big 12 Outdoor Track & Field Championships,2013-05-03
1500 Meters,f,1,"Piliusina, Natalja",JR-3,Oklahoma State,4:09.57,False,Payton Jordan Invitational,2013-04-28
1500 Meters,f,2,"McGee, Cory",JR-3,Florida,4:10.55,False,Payton Jordan Invitational,2013-04-28
1500 Meters,f,3,"Winslow, Amanda",SR-4,Florida State,4:10.79,False,Payton Jordan Invitational,2013-04-28
1500 Meters,f,4,"Strausa, Agata",JR-3,Florida,4:11.27,False,Payton Jordan Invitational,2013-04-28
1500 Meters,f,5,"D'Agostino, Abbey",JR-3,Dartmouth,4:11.94,False,Ivy League Outdoor Track & Field Championships,2013-05-04
5000 Meters,m,1,"Estrada, Diego",SR-4,Northern Arizona,13:15.33,False,Payton Jordan Invitational,2013-04-28
5000 Meters,m,2,"Jenkins, Eric",JR-3,Northeastern,13:18.57,False,Payton Jordan Invitational,2013-04-28
5000 Meters,m,3,"Caldwell, Luke",JR-3,New Mexico,13:29.94,False,Payton Jordan Invitational,2013-04-28
5000 Meters,m,4,"Darling, Maverick",SR-4,Wisconsin,13:30.40,False,Payton Jordan Invitational,2013-04-28
5000 Meters,m,5,"Stinson, Parker",JR-3,Oregon,13:31.70,False,Payton Jordan Invitational,2013-04-28
5000 Meters,f,1,"D'Agostino, Abbey",JR-3,Dartmouth,15:11.35,False,55th Mt. SAC Relays,2013-04-18
5000 Meters,f,2,"Saina, Betsy",SR-4,Iowa State,15:12.05,False,Stanford Invitational,2013-03-29
5000 Meters,f,3,"Tuliamuk-Bolton, Aliphine",SR-4,Wichita State,15:18.86,False,Stanford Invitational,2013-03-29
5000 Meters,f,4,"Goethals, Megan",JR-3,Washington,15:33.63,False,55th Mt. SAC Relays,2013-04-18
5000 Meters,f,5,"Sisson, Emily",JR-3,Providence,15:39.80,False,55th Mt. SAC Relays,2013-04-18
"10,000 Meters",m,1,"Mecheso, Girma",SR-4,Oklahoma State,27:52.38,False,Payton Jordan Invitational,2013-04-28
"10,000 Meters",m,2,"Lalang, Lawi",JR-3,Arizona,28:14.63,False,Pac-12 Track & Field Championships,2013-05-04
"10,000 Meters",m,3,"Stinson, Parker",JR-3,Oregon,28:34.71,False,Stanford Invitational,2013-03-29
"10,000 Meters",m,4,"Ward, Jared",JR-3,BYU,28:36.15,False,Stanford Invitational,2013-03-29
"10,000 Meters",m,5,"Estrada, Diego",SR-4,Northern Arizona,28:52.73,False,Stanford Invitational,2013-03-29
"10,000 Meters",f,1,"Saina, Betsy",SR-4,Iowa State,31:37.22,False,Payton Jordan Invitational,2013-04-28
"10,000 Meters",f,2,"Hasay, Jordan",SR-4,Oregon,32:06.64,False,Payton Jordan Invitational,2013-04-28
"10,000 Meters",f,3,"Tuliamuk-Bolton, Aliphine",SR-4,Wichita State,32:07.20,False,Payton Jordan Invitational,2013-04-28
"10,000 Meters",f,4,"Goethals, Megan",JR-3,Washington,32:52.78,False,Stanford Invitational,2013-03-29
"10,000 Meters",f,5,"Sisson, Emily",JR-3,Providence,33:02.88,False,BIG EAST Conference Outdoor Track & Field Championships,2013-05-03
100 Hurdles,f,1,"Rollins, Brianna",JR-3,Clemson,12.54,False,2013 Clyde Littlefield Texas Relays,2013-03-27
100 Hurdles,f,2,"Carter, Kori",JR-3,Stanford,12.76,False,Pac-12 Track & Field Championships,2013-05-04
100 Hurdles,f,3,"Buchanan, Brea",SO-2,UCLA,12.77,False,Pac-12 Track & Field Championships,2013-05-04
100 Hurdles,f,4,"Harrison, Kendra",SO-2,Clemson,12.87,False,Auburn Tiger Classic,2013-04-06
100 Hurdles,f,5,"Stowers, Jasmin",JR-3,LSU,12.88,False,2013 Clyde Littlefield Texas Relays,2013-03-27
110 Hurdles,m,1,"Cabral, Johnathan",SO-2,Oregon,13.33,False,2013 Clyde Littlefield Texas Relays,2013-03-27
110 Hurdles,m,2,"Adams, Spencer",SR-4,Clemson,13.40,False,Auburn Tiger Classic,2013-04-06
110 Hurdles,m,3,"Stewart, Ray",SR-4,California,13.43,False,Pac-12 Track & Field Championships,2013-05-04
110 Hurdles,m,4,"Davis II, Wayne",JR-3,Texas A&M,13.45,False,SEC Outdoor Track & Field Championships,2013-05-09
110 Hurdles,m,5,"Lovett, Eddie",JR-3,Florida,13.46,False,UF Tom Jones Memorial,2013-04-20
400 Hurdles,m,1,"Wyatt, Reggie",SR-4,USC,49.17,False,Pac-12 Track & Field Championships,2013-05-04
400 Hurdles,m,2,"Stigler, Michael",SO-2,Kansas,49.42,False,2013 Kansas Relays,2013-04-17
400 Hurdles,m,3,"White, Steven",SR-4,North Texas,49.93,False,Sun Belt Outdoor Track & Field Championshipss,2013-05-10
400 Hurdles,m,4,"Gibson, Jeffery",SR-4,Oral Roberts,49.94,True,Texas Tech Open,2013-04-06
400 Hurdles,m,5,"Andrade, Jordin",JR-3,Boise State,50.11,False,Mountain West Outdoor Track & Field Championships,2013-05-08
400 Hurdles,f,1,"Carter, Kori",JR-3,Stanford,54.21,False,Pac-12 Track & Field Championships,2013-05-04
400 Hurdles,f,2,"Moline, Georganne",SR-4,Arizona,54.54,False,Pac-12 Track & Field Championships,2013-05-04
400 Hurdles,f,3,"Thompson, Turquoise",SR-4,UCLA,55.18,False,Pac-12 Track & Field Championships,2013-05-04
400 Hurdles,f,4,"McKnight, Sparkle",JR-3,Arkansas,55.71,False,SEC Outdoor Track & Field Championships,2013-05-09
400 Hurdles,f,5,"Ndu, Ugonna",SR-4,Florida,56.12,False,SEC Outdoor Track & Field Championships,2013-05-09
3000 Steeplechase,m,1,"Lelei, Henry",SR-4,Texas A&M,8:32.94,False,Oregon Pepsi Invitational,2013-04-06
3000 Steeplechase,m,2,"Seddon, Zak",FR-1,Florida State,8:34.42,False,Payton Jordan Invitational,2013-04-28
3000 Steeplechase,m,3,"Rotich, Anthony",SO-2,UTEP,8:37.47,False,55th Mt. SAC Relays,2013-04-18
3000 Steeplechase,m,4,"Himelright, Brian",SR-4,North Carolina St.,8:38.96,False,Payton Jordan Invitational,2013-04-28
3000 Steeplechase,m,5,"Kebenei, Stanley",SO-2,Arkansas,8:40.23,False,SEC Outdoor Track & Field Championships,2013-05-09
3000 Steeplechase,f,1,"Coburn, Emma",SR-4,Colorado,9:28.26,False,Payton Jordan Invitational,2013-04-28
3000 Steeplechase,f,2,"Sorna, Rachel",JR-3,Cornell,9:50.39,False,UC Irvine Spring Break Classic,2013-03-22
3000 Steeplechase,f,3,"Henry, Amber",SR-4,Weber State,9:51.55,False,Payton Jordan Invitational,2013-04-28
3000 Steeplechase,f,4,"Quigley, Colleen",SO-2,Florida State,9:52.19,False,Payton Jordan Invitational,2013-04-28
3000 Steeplechase,f,5,"O'Connor, Leah",SO-2,Michigan State,9:53.53,False,Big Ten Outdoor Conference Championships,2013-05-10
High Jump,m,1,"Kynard, Erik",SR-4,Kansas State,2.34m,False,55th Mt. SAC Relays,2013-04-18
High Jump,m,2,"Drouin, Derek",SR-4,Indiana,2.33m,False,Penn Relays,2013-04-25
High Jump,m,3,"Rivera-Morales, Edgar",SR-4,Arizona,2.28m,False,ASU-UA-NAU Tri-Dual,2013-04-27
High Jump,m,4,"Jackson, Marcus",JR-3,Miss State,2.27m,False,2013 Clyde Littlefield Texas Relays,2013-03-27
High Jump,m,5,"Harris, James",SR-4,Florida State,2.24m,False,2013 Clyde Littlefield Texas Relays,2013-03-27
High Jump,m,5,"Davis, Geoff",SR-4,Purdue,2.24m,False,Sea Ray Relays,2013-04-11
High Jump,m,5,"Blair, Montez",JR-3,Cornell,2.24m,False,UC Irvine Spring Break Classic,2013-03-22
High Jump,f,1,"Barrett, Brigetta",SR-4,Arizona,1.99m,False,Pac-12 Track & Field Championships,2013-05-04
High Jump,f,2,"Alcide, Makeba",SR-4,Arkansas,1.88m,False,John McDonnell Combined Events,2013-04-07
High Jump,f,2,"Pressley, Maya",SR-4,Auburn,1.88m,False,Auburn Tiger Classic,2013-04-06
High Jump,f,2,"Scheper, Jeannelle",JR-3,South Carolina,1.88m,False,Georgia Spec Towns National Team Invitational,2013-04-12
High Jump,f,5,"Kinsella, Michelle",JR-3,Louisville,1.86m,False,Louisville Twilight,2013-05-10
Pole Vault,m,1,"Kendricks, Sam",SO-2,Mississippi,5.81m,False,2013 Clyde Littlefield Texas Relays,2013-03-27
Pole Vault,m,2,"Barber, Shawn",FR-1,Akron,5.71m,False,2013 Clyde Littlefield Texas Relays,2013-03-27
Pole Vault,m,3,"Prader, John",SR-4,Cal Poly,5.67m,False,Cal Poly/UCSB Dual,2013-04-27
Pole Vault,m,4,"Irwin, Andrew",SO-2,Arkansas,5.65m,False,Arkansas Spring Invitational,2013-03-29
Pole Vault,m,5,"Whitt, Jack",SR-4,Oral Roberts,5.61m,False,2013 Clyde Littlefield Texas Relays,2013-03-27
Pole Vault,m,5,"Blankenship, Jake",FR-1,Tennessee,5.61m,False,2013 Clyde Littlefield Texas Relays,2013-03-27
Pole Vault,m,5,"Simmons, Cale",SR-4,Air Force,5.61m,False,2013 Clyde Littlefield Texas Relays,2013-03-27
Pole Vault,f,1,"Buell, Bethany",JR-3,South Dakota,4.46m,False,2013 Clyde Littlefield Texas Relays,2013-03-27
Pole Vault,f,2,"Bartnovskaya, Natalia",JR-3,Kansas,4.45m,False,Ward Haylett Inv,2013-05-11
Pole Vault,f,2,"Paine, Alexis",SR-4,Alabama,4.45m,False,Georgia Tech Yellow Jacket Invitational,2013-03-29
Pole Vault,f,4,"Schultze, Martina",SO-2,Virginia Tech,4.37m,False,Roanoke/Virginia Tech Twilight Qualifier,2013-05-09
Pole Vault,f,5,"Petrillose, Kaitlin",FR-1,Texas,4.36m,False,Big 12 Outdoor Track & Field Championships,2013-05-03
Long Jump,m,1,"Forbes, Damar",SR-4,LSU,8.34m,False,SEC Outdoor Track & Field Championships,2013-05-09
Long Jump,m,2,"Dendy, Marquis",SO-2,Florida,8.29m,False,SEC Outdoor Track & Field Championships,2013-05-09
Long Jump,m,3,"Hartfield, Mike",SR-4,Ohio State,8.15m,False,2013 Clyde Littlefield Texas Relays,2013-03-27
Long Jump,m,4,"Brits, Stefan",SO-2,Florida State,8.05m,False,ACC Outdoor Track & Field Championships,2013-04-18
Long Jump,m,5,"Lamb, Bryce",SR-4,Texas Tech,8.03m,False,Big 12 Outdoor Track & Field Championships,2013-05-03
Long Jump,f,1,"Nettey, Christabel",SR-4,Arizona State,6.75m,False,34th Sun Angel Classic,2013-04-05
Long Jump,f,2,"Simpson, Francine",SR-4,Kansas,6.67m,False,Big 12 Outdoor Track & Field Championships,2013-05-03
Long Jump,f,3,"Faulknor, Alexis",FR-1,UCF,6.56m,False,Conference USA Outdoor Championships,2013-05-09
Long Jump,f,4,"Price, Kylie",SO-2,UCLA,6.55m,False,Pac-12 Track & Field Championships,2013-05-04
Long Jump,f,5,"Geubelle, Andrea",SR-4,Kansas,6.53m,False,Big 12 Outdoor Track & Field Championships,2013-05-03
Triple Jump,m,1,"Craddock, Omar",SR-4,Florida,16.46m,False,SEC Outdoor Track & Field Championships,2013-05-09
Triple Jump,m,2,"Suleman, Hammed",JR-3,California,16.27m,False,2013 Clyde Littlefield Texas Relays,2013-03-27
Triple Jump,m,3,"Parker, Cameron",SR-4,TCU,16.22m,False,Big 12 Outdoor Track & Field Championships,2013-05-03
Triple Jump,m,4,"Jackson, Mark",JR-3,UTEP,16.19m,False,2013 Drake Relays presented by Hy-Vee,2013-04-24
Triple Jump,m,5,"Oneal, Matthew",FR-1,South Florida,16.10m,False,LSU Alumni Gold,2013-04-20
Triple Jump,f,1,"Thomas, Shanieka",JR-3,San Diego St.,14.15m,False,Mountain West Outdoor Track & Field Championships,2013-05-08
Triple Jump,f,2,"Geubelle, Andrea",SR-4,Kansas,13.85m,False,Georgia Tech Invitational,2013-05-10
Triple Jump,f,2,"Brewer, Ciarra",SO-2,Florida,13.85m,False,SEC Outdoor Track & Field Championships,2013-05-09
Triple Jump,f,4,"Moen-Davis, LaQue",FR-1,Texas A&M,13.65m,False,SEC Outdoor Track & Field Championships,2013-05-09
Triple Jump,f,5,"Griva, Mara",SR-4,Nebraska,13.50m,False,2013 Drake Relays presented by Hy-Vee,2013-04-24
Shot Put,m,1,"Crouser, Ryan",SO-2,Texas,21.09m,False,Big 12 Outdoor Track & Field Championships,2013-05-03
Shot Put,m,2,"Weldon, Kole",SO-2,Texas Tech,19.43m,False,35th SDSU Aztec Invitational,2013-03-14
Shot Put,m,3,"Arthur, Jon",SR-4,Stephen F. Austin,19.42m,False,Southland Conference Outdoor Championship,2013-05-10
Shot Put,m,4,"Wright, Chad",JR-3,Nebraska,19.39m,False,Big Ten Outdoor Conference Championships,2013-05-10
Shot Put,m,5,"Clarke, Jordan",SR-4,Arizona State,19.35m,False,Pac-12 Track & Field Championships,2013-05-04
Shot Put,f,1,"Brooks, Tia",SR-4,Oklahoma,18.73m,False,34th Sun Angel Classic,2013-04-05
Shot Put,f,2,"Johnson, Felisha",SR-4,Indiana State,18.16m,False,2013 Drake Relays presented by Hy-Vee,2013-04-24
Shot Put,f,3,"Peoples, Kearsten",SO-2,Missouri,17.80m,False,SEC Outdoor Track & Field Championships,2013-05-09
Shot Put,f,4,"Labonte, Julie",JR-3,Arizona,17.58m,False,Willie Williams Classic (College/Open),2013-03-15
Shot Put,f,5,"Hillman, Christina",SO-2,Iowa State,17.40m,False,55th Mt. SAC Relays,2013-04-18
Discus,m,1,"Wruck, Julian",JR-3,UCLA,66.05m,False,UCLA vs. TCU/LSU,2013-04-06
Discus,m,2,"Wright, Chad",JR-3,Nebraska,63.37m,False,UCSD Triton Invitational - Colleges and Universities,2013-04-25
Discus,m,3,"Brown, Rodney",SO-2,LSU,62.88m,False,2013 Clyde Littlefield Texas Relays,2013-03-27
Discus,m,4,"Block, Danny",JR-3,Wisconsin,61.07m,False,UCSD Triton Invitational - Colleges and Universities,2013-04-25
Discus,m,5,"Plummer, James",SR-4,Rutgers,60.85m,False,BIG EAST Conference Outdoor Track & Field Championships,2013-05-03
Discus,f,1,"Jelmini, Anna",JR-3,Arizona State,60.61m,False,2013 Mesa Classic,2013-04-05
Discus,f,2,"Vaughan, Shelbi",FR-1,Texas A&M,58.93m,False,Oregon Pepsi Invitational,2013-04-06
Discus,f,3,"Rohl, Beth",SR-4,Michigan State,57.10m,False,UCSD Triton Invitational - Colleges and Universities,2013-04-25
Discus,f,4,"Famurewa, Becky",FR-1,Kentucky,57.09m,False,Louisville Border Battle,2013-04-13
Discus,f,5,"Maroszek, Jessica",JR-3,Kansas,56.81m,False,Big 12 Outdoor Track & Field Championships,2013-05-03
Hammer,m,1,"Kruzliak, Tomas",FR-1,Virginia Tech,70.84m,False,ACC Outdoor Track & Field Championships,2013-04-18
Hammer,m,2,"Miller, Nick",SO-2,Oklahoma State,70.57m,False,Ward Haylett Inv,2013-05-11
Hammer,m,3,"Faldermeyer, Alec",JR-3,UCLA,69.75m,False,2013 Clyde Littlefield Texas Relays,2013-03-27
Hammer,m,4,"Postin, Jeremy",SR-4,Florida,68.68m,False,Arkansas Team Invitational,2013-04-27
Hammer,m,5,"Conaster, Remy",JR-3,USC,67.93m,False,Pac-12 Track & Field Championships,2013-05-04
Hammer,f,1,"Cassulo, Chelsea",SR-4,Arizona State,69.80m,False,2013 ASU Invitational,2013-03-22
Hammer,f,2,"Ratcliffe, Julia",FR-1,Princeton,68.80m,False,Larry Ellis Invitational,2013-04-17
Hammer,f,3,"Krechyk, Alena",SR-4,Kansas,68.15m,False,Ward Haylett Inv,2013-05-11
Hammer,f,4,"Storm, Ida",JR-3,UCLA,68.05m,False,55th Mt. SAC Relays,2013-04-18
Hammer,f,5,"Pleger, Brooke",SO-2,Bowling Green,66.99m,False,Northeast Ohio Quad - Akron,2013-04-05
Javelin,m,1,"Humphreys, Sam",SR-4,Texas A&M,81.40m,False,2013 Baldy Castillo Invitational,2013-03-15
Javelin,m,2,"Glover, Tim",SR-4,Illinois State,78.33m,False,2013 State Farm MVC Outdoor Track & Field Championships,2013-05-10
Javelin,m,3,"Crouser, Sam",SO-2,Oregon,76.15m,False,Oregon Twilight,2013-05-03
Javelin,m,4,"Treff, Matthias",SR-4,Virginia Tech,75.92m,False,ACC Outdoor Track & Field Championships,2013-04-18
Javelin,m,5,"Lincoln, Ben",SR-4,Wake Forest,75.36m,False,Wake Forest Open,2013-03-15
Javelin,f,1,"Bain, Brianna",SO-2,Stanford,56.03m,False,Big Meet-Stanford vs. Cal,2013-04-20
Javelin,f,2,"Vucenovic, Marija",FR-1,Florida,55.43m,False,Florida Relays (College/Open),2013-04-04
Javelin,f,3,"Kenney, Lauren",SO-2,Penn State,53.93m,False,Crimson Tide Invitational,2013-04-06
Javelin,f,4,"Herrs, Elizabeth",FR-1,Oklahoma,52.97m,False,Arkansas Spring Invitational,2013-03-29
Javelin,f,5,"Jones, Freya",FR-1,Georgia,52.95m,False,2013 Drake Relays presented by Hy-Vee,2013-04-24
Heptathlon,f,1,"Alcide, Makeba",SR-4,Arkansas,5968,False,SEC Outdoor Track & Field Championships,2013-05-09
Heptathlon,f,2,"Jules, Vanessa",SR-4,Marshall,5807,False,Conference USA Outdoor Championships,2013-05-09
Heptathlon,f,3,"Spenner, Sami",JR-3,Nebraska-Omaha,5806,False,Mt. SAC Relays/CA Invitational Multi Events,2013-04-17
Heptathlon,f,4,"Pinnick, Keia",SR-4,Arizona State,5801,False,Pac-12 Track & Field Championships,2013-05-04
Heptathlon,f,5,"Bougard, Erica",SO-2,Miss State,5786,False,SEC Outdoor Track & Field Championships,2013-05-09
Decathlon,m,1,"Hock, Johannes",FR-1,Texas,8293,False,Big 12 Outdoor Track & Field Championships,2013-05-03
Decathlon,m,2,"Uibo, Maicel",FR-1,Georgia,8223,False,Georgia Bulldog Decathlon/Heptathlon,2013-04-11
Decathlon,m,3,"Beach, Curtis",JR-3,Duke,8011,False,2013 Clyde Littlefield Texas Relays,2013-03-27
Decathlon,m,4,"Keys, Dakotah",SO-2,Oregon,8001,False,Pac-12 Track & Field Championships,2013-05-04
Decathlon,m,5,"Taiwo, Jeremy",SR-4,Washington,7998,False,Pac-12 Track & Field Championships,2013-05-04
