event,gender,place,athlete,year,team,result,converted,meet,meet_date
Mile,f,2,"Maatoug, Amina",SO-2,Duke,4:29.87,True,Camel City Invitational,2023-02-03
Mile,f,3,"Ramsden, Maia",SO-2,Harvard,4:30.19,False,Boston University Scarlet and White Invite,2023-02-04
Mile,f,4,"Gibson, Anna",SR-4,Washington,4:31.00,True,New Mexico Team Open,2023-01-27
Mile,f,5,"Butler, Lindsey",JR-3,Virginia Tech,4:31.41,False,2023 Boston University David Hemery Valentine Invite,2023-02-10
3000 Meters,m,1,"Bosley, Drew",SO-2,Northern Arizona,7:36.42,False,2023 Boston University John Thomas Terrier Classic,2023-01-27
3000 Meters,m,2,"Jacobs, Dylan",SR-4,Tennessee,7:36.89,False,115th Millrose Games,2023-02-11
3000 Meters,m,3,"Messaoudi, Fouad",SO-2,Oklahoma State,7:41.63,False,2023 Husky Classic,2023-02-10
3000 Meters,m,4,"Essayi, Anass",SO-2,South Carolina,7:41.93,False,Dr. Sander Invitational Columbia Challenge,2023-01-27
3000 Meters,m,5,"Schoppe, Ryan",SO-2,Oklahoma State,7:41.99,False,2023 Husky Classic,2023-02-10
3000 Meters,f,1,"Tuohy, Katelyn",SO-2,NC State,8:35.20,False,115th Millrose Games,2023-02-11
3000 Meters,f,2,"Olemomoi, Hilda",SO-2,Alabama,8:45.50,False,2023 Boston University David Hemery Valentine Invite,2023-02-10
3000 Meters,f,3,"Valby, Parker",SO-2,Florida,8:49.71,False,2023 Boston University David Hemery Valentine Invite,2023-02-10
3000 Meters,f,4,"McCabe, Ceili",JR-3,West Virginia,8:50.44,False,2022 Boston University Sharon Colyear Danville Season Opener,2022-12-03
3000 Meters,f,5,"Markezich, Olivia",JR-3,Notre Dame,8:50.48,False,2022 Boston University Sharon Colyear Danville Season Opener,2022-12-03
5000 Meters,m,1,"Jacobs, Dylan",SR-4,Tennessee,13:11.01,False,2023 Boston University John Thomas Terrier Classic,2023-01-27
5000 Meters,m,2,"Robinson, Ky",SO-2,Stanford,13:11.53,False,2022 Boston University Sharon Colyear Danville Season Opener,2022-12-03
5000 Meters,m,3,"Maier, Alex",JR-3,Oklahoma State,13:11.80,False,2022 Boston University Sharon Colyear Danville Season Opener,2022-12-03
5000 Meters,m,4,"Bosley, Drew",SO-2,Northern Arizona,13:13.26,False,2022 Boston University Sharon Colyear Danville Season Opener,2022-12-03
5000 Meters,m,5,"Young, Nico",SO-2,Northern Arizona,13:15.25,False,2022 Boston University Sharon Colyear Danville Season Opener,2022-12-03
5000 Meters,f,1,"Tuohy, Katelyn",SO-2,NC State,15:15.92,False,2022 Boston University Sharon Colyear Danville Season Opener,2022-12-03
5000 Meters,f,2,"Olemomoi, Hilda",SO-2,Alabama,15:17.97,False,2022 Boston University Sharon Colyear Danville Season Opener,2022-12-03
5000 Meters,f,3,"Chelangat, Mercy",SR-4,Alabama,15:18.12,False,2022 Boston University Sharon Colyear Danville Season Opener,2022-12-03
5000 Meters,f,4,"Mazza-Downie, Amelia",SO-2,New Mexico,15:18.54,False,2023 Husky Classic,2023-02-10
5000 Meters,f,5,"Venters, Emily",SR-4,Utah,15:20.37,False,2023 Husky Classic,2023-02-10
60 Hurdles,m,1,"Ojora, Omotade",SR-4,USC,7.53,False,Tiger Paw Invite,2023-02-10
60 Hurdles,m,2,"Dean, Caleb",JR-3,Texas Tech,7.54,True,Big 12 Indoor Championships,2023-02-24
60 Hurdles,m,3,"Brackins, Johnny",SO-2,USC,7.60,False,Arkansas Qualifier,2023-02-17
60 Hurdles,m,4,"Andrews, Antione",FR-1,Texas Tech,7.61,True,TTU Jarvis Scott Open,2023-02-10
60 Hurdles,m,5,"Murray, Cameron",SR-4,NC State,7.62,False,Tiger Paw Invite,2023-02-10
60 Hurdles,m,5,"Roberts, Giano",SR-4,Clemson,7.62,False,Tiger Paw Invite,2023-02-10
60 Hurdles,f,1,"Russell, Masai",SR-4,Kentucky,7.77,True,TTU Red Raider Open,2023-01-20
60 Hurdles,f,2,"Nugent, Ackera",SO-2,Arkansas,7.81,False,2023 SEC Indoor Track & Field Championships,2023-02-23
60 Hurdles,f,3,"Roswell, Demisha",SR-4,Texas Tech,8.00,True,TTU Red Raider Open,2023-01-20
60 Hurdles,f,4,"McCormick, Aaliyah",FR-1,Oregon,8.01,False,2023 Ken Shannon Invitational,2023-02-24
60 Hurdles,f,4,"Caicedo, Maribel",SR-4,Washington St.,8.01,True,Don Kirby Elite Invitational,2023-02-10
High Jump,m,1,"Turner, Vernon",SR-4,Oklahoma,2.28m,False,Big 12 Indoor Championships,2023-02-24
High Jump,m,2,"Allen, Trey",JR-3,Louisville,2.27m,False,Commonwealth College Opener,2022-12-03
High Jump,m,3,"Beckford, Romaine",JR-3,South Florida,2.26m,False,The American Indoor Track & Field Championships,2023-02-24
High Jump,m,4,"Perera, Ushan",JR-3,Texas A&M,2.25m,False,Tiger Paw Invite,2023-02-10
High Jump,m,5,"Conner, Mayson",SR-4,Nebraska,2.24m,False,47th Annual Frank Sevigne Husker Invitational,2023-02-03
High Jump,f,1,"Distin, Lamara",SR-4,Texas A&M,1.97m,False,Tiger Paw Invite,2023-02-10
High Jump,f,2,"Kulichenko, Elena",SO-2,Georgia,1.92m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
High Jump,f,3,"Anderson, Rylee",SR-4,Kansas,1.90m,False,Tyson Invitational,2023-02-10
High Jump,f,3,"Griffith, Charity",JR-3,Ball State,1.90m,False,Mid-American Indoor Track & Field Championships,2023-02-24
High Jump,f,5,"Rogers, Jenna",SO-2,Nebraska,1.89m,False,Big Ten Indoor Championships,2023-02-24
High Jump,f,5,"Ugarte, Amaya",JR-3,Ohio State,1.89m,False,Big Ten Indoor Championships,2023-02-24
High Jump,f,5,"Papakosta, Shanty",SO-2,Georgia Tech,1.89m,False,ACC Indoor Track & Field Championships,2023-02-23
Pole Vault,m,1,"Guttormsen, Sondre",SR-4,Princeton,5.90m,False,New Mexico Collegiate Classic,2023-02-03
Pole Vault,m,2,"Bradford, Zach",SR-4,Texas Tech,5.83m,False,New Mexico Collegiate Classic,2023-02-03
Pole Vault,m,3,"Ellis, Branson",SR-4,Stephen F. Austin,5.81m,False,Tyson Invitational,2023-02-10
Pole Vault,m,4,"Daniel, Keaton",SO-2,Kentucky,5.75m,False,Razorback Invitational,2023-01-27
Pole Vault,m,5,"Witsken, Caleb",SR-4,BYU,5.66m,False,2023 BYU Cougar Indoor Invitational,2023-01-12
Pole Vault,f,1,"Mulla, Marleen",SO-2,South Dakota,4.55m,False,Summit Indoor T&F Championships,2023-02-25
Pole Vault,f,2,"Fassold, Amanda",JR-3,Arkansas,4.54m,False,New Mexico Collegiate Classic,2023-02-03
Pole Vault,f,3,"Horn, Sydney",JR-3,High Point,4.50m,False,Big South Indoor Track & Field Championships,2023-02-24
Pole Vault,f,3,"Campbell, Nastassja",JR-3,Washington,4.50m,False,2023 Ken Shannon Invitational,2023-02-24
Pole Vault,f,5,"Timberg, Chloe",SO-2,Rutgers,4.46m,False,Big Ten Indoor Championships,2023-02-24
Long Jump,m,1,"Crump, Cameron",SR-4,Miss State,8.39m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Long Jump,m,2,"Pinnock, Wayne",SO-2,Arkansas,8.31m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Long Jump,m,3,"Davis, Jeremiah",JR-3,Florida State,8.28m,False,Don Kirby Elite Invitational,2023-02-10
Long Jump,m,4,"McLeod, Carey",SR-4,Arkansas,8.19m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Long Jump,m,5,"Williams, Nikaoli",SO-2,Oklahoma,8.06m,False,Wisconsin Badger's Windy City Invite II,2023-02-10
Long Jump,f,1,"Moore, Jasmine",JR-3,Florida,6.91m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Long Jump,f,2,"Hickey, Alysah",JR-3,Oregon,6.79m,False,Don Kirby Elite Invitational,2023-02-10
Long Jump,f,3,"Smith, Ackelia",FR-1,Texas,6.73m,False,Commonwealth College Opener,2022-12-03
Long Jump,f,4,"Bryant, Claire",JR-3,Florida,6.59m,False,Clemson Invite,2023-01-13
Long Jump,f,5,"Steigenga, Ilse",JR-3,Pittsburgh,6.55m,False,YSU Indoor Track & Field Icebreaker,2022-12-02
Triple Jump,m,1,"Hibbert, Jaydon",FR-1,Arkansas,17.10m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Triple Jump,m,2,"Edwards, Christian",SR-4,Alabama,16.86m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Triple Jump,m,3,"Edwards, Apalos",SO-2,LSU,16.84m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Triple Jump,m,4,"Mane, Salif",SR-4,Fairleigh Dickinson,16.72m,False,NEC Indoor Track & Field Championships,2023-02-19
Triple Jump,m,5,"Brown, Luke",SO-2,Kentucky,16.69m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Triple Jump,f,1,"Moore, Jasmine",JR-3,Florida,14.44m,False,Clemson Invite,2023-01-13
Triple Jump,f,2,"Taylor, Charisma",SR-4,Tennessee,14.04m,False,Tiger Paw Invite,2023-02-10
Triple Jump,f,3,"Smith, Ackelia",FR-1,Texas,13.92m,False,New Mexico Collegiate Classic,2023-02-03
Triple Jump,f,4,"Fosther-Katta, Anne-Suzanna",JR-3,Texas Tech,13.76m,False,Big 12 Indoor Championships,2023-02-24
Triple Jump,f,5,"Welcome, Mikeisha",JR-3,Georgia,13.74m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Shot Put,m,1,"Geist, Jordan",SR-4,Arizona,21.48m,False,Lumberjack Team Challenge,2023-01-20
Shot Put,m,2,"Wilson, Jonah",SR-4,Nebraska,20.85m,False,Big Ten Indoor Championships,2023-02-24
Shot Put,m,3,"Moudani, Fred",SR-4,Cincinnati,20.51m,False,Doc Hale VT Meet,2023-02-03
Shot Put,m,4,"Meyer, John",JR-3,LSU,20.37m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Shot Put,m,5,"West, Jordan",SR-4,Arkansas,20.29m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Shot Put,f,1,"Van Klinken, Jorinde",SR-4,Oregon,19.57m,False,Don Kirby Elite Invitational,2023-02-10
Shot Put,f,2,"Johansson, Axelina",SO-2,Nebraska,19.30m,False,47th Annual Frank Sevigne Husker Invitational,2023-02-03
Shot Put,f,3,"Van Daalen, Alida",FR-1,Florida,18.66m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Shot Put,f,4,"Schaefer , Josie",SR-4,Wisconsin,18.60m,False,Valentines Day Invitational,2023-02-17
Shot Put,f,5,"Davis, Jalani",SR-4,Ole Miss,18.43m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Weight Throw,m,1,"Rogers, Isaiah",SR-4,Kennesaw State,24.37m,False,2023 Rod McCravy Memorial Track & Field,2023-01-13
Weight Throw,m,2,"Colantonio, Bobby",SR-4,Alabama,23.71m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Weight Throw,m,3,"Robinson-O'Hagan, Tarik",FR-1,Ole Miss,23.62m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Weight Throw,m,4,"Jones, Cam",SO-2,Iowa State,23.27m,False,Big 12 Indoor Championships,2023-02-24
Weight Throw,m,5,"Sudduth, Tyler",SO-2,Illinois,22.69m,False,2023 Meyo Invitational (ND IND TF),2023-02-03
Weight Throw,f,1,"Davis, Jalani",SR-4,Ole Miss,24.63m,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Weight Throw,f,2,"Frank, Shelby",SO-2,Minnesota,24.14m,False,Big Ten Indoor Championships,2023-02-24
Weight Throw,f,3,"Mitchell, Jasmine",SR-4,Ole Miss,24.06m,False,Vanderbilt Invitational,2023-01-20
Weight Throw,f,4,"Rogers, Camryn",SR-4,California,24.04m,False,Don Kirby Elite Invitational,2023-02-10
Weight Throw,f,5,"Lindeman, Chloe",SO-2,Wisconsin,23.77m,False,Valentines Day Invitational,2023-02-17
Pentathlon,f,1,"O'Brien, Jadin",SO-2,Notre Dame,4377,False,ACC Indoor Track & Field Championships,2023-02-23
Pentathlon,f,2,"Newton-Smith, Camryn",SR-4,Arkansas State,4356,False,Texas Tech Open,2023-01-26
Pentathlon,f,3,"Williams, Annika",JR-3,Kentucky,4346,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Pentathlon,f,4,"Griffith, Charity",JR-3,Ball State,4337,True,Mid-American Indoor Track & Field Championships,2023-02-24
Pentathlon,f,5,"Keller, Lexie",SR-4,Colorado St.,4306,False,2023 Mountain West Indoor Track & Field Championships,2023-02-23
Heptathlon,m,1,"Garland, Kyle",SR-4,Georgia,6415,False,Texas Tech Open,2023-01-26
Heptathlon,m,2,"Owens-Delerme, Ayden",JR-3,Arkansas,6237,False,2023 SEC Indoor Track & Field Championships,2023-02-23
Heptathlon,m,3,"Neugebauer , Leo",JR-3,Texas,6097,False,Texas Tech Open,2023-01-26
Heptathlon,m,4,"Steinforth, Till",SO-2,Nebraska,6082,False,47th Annual Frank Sevigne Husker Invitational,2023-02-03
Heptathlon,m,5,"Comin Pescador, Bruno",JR-3,Washington,6061,False,2023 Ken Shannon Invitational,2023-02-24
