event,gender,place,athlete,year,team,result,converted,meet,meet_date
800 Meters,m,2,"Sumner, Will",FR-1,Georgia,1:46.20,False,SEC Outdoor Track & Field Championships,2023-05-11
800 Meters,m,2,"Rhoden, Tarees",JR-3,Clemson,1:46.20,False,UF Tom Jones Memorial,2023-04-14
800 Meters,m,4,"Hassan, Abdullahi",JR-3,Wisconsin,1:46.25,False,2023 Bryan Clay Invitational,2023-04-13
800 Meters,m,5,"Marshall, Camden",SO-2,Indiana,1:46.57,False,Big Ten Outdoor Championships,2023-05-12
800 Meters,f,1,"Rose, Michaela",SO-2,LSU,1:59.08,False,2023 Bryan Clay Invitational,2023-04-13
800 Meters,f,2,"Seymour, Claire",SR-4,BYU,2:00.04,False,2023 Bryan Clay Invitational,2023-04-13
800 Meters,f,3,"Tobias, Valery",SR-4,Texas,2:00.31,False,2023 Bryan Clay Invitational,2023-04-13
800 Meters,f,4,"Barrett, Imogen",SR-4,Florida,2:00.96,False,UF Tom Jones Memorial,2023-04-14
800 Meters,f,5,"Whittaker, Juliette",FR-1,Stanford,2:01.19,False,Pac-12 Track & Field Championships,2023-05-12
1500 Meters,m,1,"Messaoudi, Fouad",SO-2,Oklahoma State,3:35.16,False,2023 Bryan Clay Invitational,2023-04-13
1500 Meters,m,2,"Waskom, Joe",JR-3,Washington,3:35.86,False,2023 Bryan Clay Invitational,2023-04-13
1500 Meters,m,3,"Hamilton, Duncan",SR-4,Montana State,3:36.72,True,Tom Gage Classic,2023-05-06
1500 Meters,m,4,"Essayi, Anass",SO-2,South Carolina,3:36.89,False,2023 Bryan Clay Invitational,2023-04-13
1500 Meters,m,5,"Rop, Ezekiel",JR-3,Iowa State,3:36.92,False,2023 Bryan Clay Invitational,2023-04-13
1500 Meters,f,1,"Tuohy, Katelyn",SO-2,NC State,4:08.29,False,Wake Forest Invitational,2023-04-21
1500 Meters,f,2,"Thornton-Bott, Izzy",JR-3,Oregon,4:08.64,False,Australian Open and Under 20 Championships,2023-03-30
1500 Meters,f,3,"Appleton, Margot",SO-2,Virginia,4:08.96,False,Raleigh Relays,2023-03-23
1500 Meters,f,4,"Plourde, Simone",JR-3,Utah,4:09.48,False,Pac-12 Track & Field Championships,2023-05-12
1500 Meters,f,5,"Tanaka, Melissa",SR-4,Stanford,4:09.85,False,Pac-12 Track & Field Championships,2023-05-12
5000 Meters,m,1,"Fay, Brian",SR-4,Washington,13:21.99,False,2023 Bryan Clay Invitational,2023-04-13
5000 Meters,m,2,"Blanks, Graham",SO-2,Harvard,13:24.91,False,Wake Forest Invitational,2023-04-21
5000 Meters,m,3,"Wolfe, Parker",SO-2,North Carolina,13:25.38,False,Wake Forest Invitational,2023-04-21
5000 Meters,m,4,"Camerieri, Anthony",SR-4,Ole Miss,13:26.58,False,Stanford Invitational,2023-03-31
5000 Meters,m,5,"Facioni, Zach",SR-4,Wake Forest,13:27.71,False,Wake Forest Invitational,2023-04-21
5000 Meters,f,1,"Kemboi, Everlyn",JR-3,Utah Valley,15:20.67,False,2023 Bryan Clay Invitational,2023-04-13
5000 Meters,f,2,"Plourde, Simone",JR-3,Utah,15:21.19,False,2023 Bryan Clay Invitational,2023-04-13
5000 Meters,f,3,"Valby, Parker",SO-2,Florida,15:25.03,False,SEC Outdoor Track & Field Championships,2023-05-11
5000 Meters,f,4,"Chelangat, Mercy",SR-4,Alabama,15:25.07,False,SEC Outdoor Track & Field Championships,2023-05-11
5000 Meters,f,5,"Venters, Emily",SR-4,Utah,15:26.30,False,Payton Jordan Invitational,2023-04-21
"10,000 Meters",m,1,"Hicks, Charles",JR-3,Stanford,27:57.47,False,Stanford Invitational,2023-03-31
"10,000 Meters",m,2,"Kiprop, Victor",SO-2,Alabama,27:57.63,False,Stanford Invitational,2023-03-31
"10,000 Meters",m,3,"Robinson, Ky",JR-3,Stanford,27:58.74,False,Stanford Invitational,2023-03-31
"10,000 Meters",m,4,"Beattie, Scott",SR-4,Tulsa,27:58.92,False,Stanford Invitational,2023-03-31
"10,000 Meters",m,5,"Kiprop, Patrick",JR-3,Arkansas,28:00.58,False,Stanford Invitational,2023-03-31
"10,000 Meters",f,1,"Venters, Emily",SR-4,Utah,31:48.35,False,Stanford Invitational,2023-03-31
"10,000 Meters",f,2,"Chelangat, Mercy",SR-4,Alabama,31:55.80,False,2023 Bryan Clay Invitational,2023-04-13
"10,000 Meters",f,3,"Kemboi, Everlyn",JR-3,Utah Valley,32:03.30,False,Stanford Invitational,2023-03-31
"10,000 Meters",f,4,"Olemomoi, Hilda",SO-2,Alabama,32:05.83,False,2023 Bryan Clay Invitational,2023-04-13
"10,000 Meters",f,5,"Mazza-Downie, Amelia",JR-3,New Mexico,32:07.62,False,2023 Bryan Clay Invitational,2023-04-13
100 Hurdles,f,1,"Armstrong, Alia",JR-3,LSU,12.31,False,SEC Outdoor Track & Field Championships,2023-05-11
100 Hurdles,f,2,"Russell, Masai",SR-4,Kentucky,12.36,False,2023 95th Clyde Littlefield Texas Relays,2023-03-29
100 Hurdles,f,3,"Nugent, Ackera",JR-3,Arkansas,12.43,False,SEC Outdoor Track & Field Championships,2023-05-11
100 Hurdles,f,4,"Jones, Rayniah",JR-3,UCF,12.63,False,UNF East Coast Relays,2023-04-28
100 Hurdles,f,5,"Bonds, Talie",SR-4,Arizona,12.65,False,63rd Annual Mt. SAC Relays,2023-04-12
110 Hurdles,m,1,"Brooks, Devon",SR-4,Tennessee,13.26,False,UF Tom Jones Memorial,2023-04-14
110 Hurdles,m,2,"Beard, Dylan",SR-4,Howard,13.29,False,UF Tom Jones Memorial,2023-04-14
110 Hurdles,m,3,"Luff, Darius",JR-3,Nebraska,13.32,False,Big Ten Outdoor Championships,2023-05-12
110 Hurdles,m,4,"Ojora, Omotade",SR-4,USC,13.35,False,Pepsi Florida Relays,2023-03-31
110 Hurdles,m,5,"Stern, Jahiem",FR-1,Hampton,13.40,False,Pepsi Florida Relays,2023-03-31
110 Hurdles,m,5,"Zeller, Joshua",SR-4,Michigan,13.40,False,Big Ten Outdoor Championships,2023-05-12
400 Hurdles,m,1,"Owens-Delerme, Ayden",SR-4,Arkansas,48.26,False,SEC Outdoor Track & Field Championships,2023-05-11
400 Hurdles,m,2,"Robinson, Chris",JR-3,Alabama,48.36,False,SEC Outdoor Track & Field Championships,2023-05-11
400 Hurdles,m,3,"Dean, Caleb",JR-3,Texas Tech,48.39,False,Big 12 Outdoor Track & Field Championships,2023-05-12
400 Hurdles,m,4,"Ezekiel, Nathaniel",SO-2,Baylor,48.52,False,Big 12 Outdoor Track & Field Championships,2023-05-12
400 Hurdles,m,5,"Cavanaugh, Caleb",JR-3,Georgia,49.04,False,SEC Outdoor Track & Field Championships,2023-05-11
400 Hurdles,f,1,"Wilson, Britton",JR-3,Arkansas,53.23,False,UF Tom Jones Memorial,2023-04-14
400 Hurdles,f,2,"Russell, Masai",SR-4,Kentucky,55.21,False,SEC Outdoor Track & Field Championships,2023-05-11
400 Hurdles,f,3,"Sutherland, Savannah",SO-2,Michigan,55.36,False,Pepsi Florida Relays,2023-03-31
400 Hurdles,f,4,"Watson, Vanessa",JR-3,Florida,55.59,False,SEC Outdoor Track & Field Championships,2023-05-11
400 Hurdles,f,5,"Wright, Jessica",SR-4,Howard,55.81,False,UF Tom Jones Memorial,2023-04-14
3000 Steeplechase,m,1,"Hamilton, Duncan",SR-4,Montana State,8:25.17,False,EKU Rick Erdmann Twilight,2023-04-21
3000 Steeplechase,m,2,"Wilkinson, Matthew",SR-4,Minnesota,8:29.35,False,Raleigh Relays,2023-03-23
3000 Steeplechase,m,3,"Trippas, Ed",SR-4,Washington,8:31.40,False,Payton Jordan Invitational,2023-04-21
3000 Steeplechase,m,4,"Shitsama, Victor",SR-4,Oklahoma State,8:31.50,False,Payton Jordan Invitational,2023-04-21
3000 Steeplechase,m,5,"Rooks, Kenneth",JR-3,BYU,8:31.83,False,2023 Bryan Clay Invitational,2023-04-13
3000 Steeplechase,f,1,"Karinauskaite, Greta",JR-3,CBU,9:35.55,False,2023 WAC Outdoor Track & Field Championships,2023-05-11
3000 Steeplechase,f,2,"Fetherstonhaugh, Grace",SR-4,Oregon State,9:39.23,False,Pac-12 Track & Field Championships,2023-05-12
3000 Steeplechase,f,3,"Thorner, Elise",JR-3,New Mexico,9:39.39,False,2023 Bryan Clay Invitational,2023-04-13
3000 Steeplechase,f,4,"Mitchell, Kaylee",SR-4,Oregon State,9:39.45,False,Oregon State High Performance,2023-04-28
3000 Steeplechase,f,5,"Markezich, Olivia",JR-3,Notre Dame,9:40.65,False,ACC Outdoor Track & Field Championships,2023-05-11
High Jump,m,1,"Turner, Vernon",SR-4,Oklahoma,2.30m,False,Big 12 Outdoor Track & Field Championships,2023-05-12
High Jump,m,2,"Allen, Trey",JR-3,Louisville,2.25m,False,ACC Outdoor Track & Field Championships,2023-05-11
High Jump,m,2,"McBride II, Charles",JR-3,Campbell,2.25m,False,2023 Big South Outdoor Track & Field Championship,2023-05-10
High Jump,m,4,"Beckford, Romaine",JR-3,South Florida,2.24m,False,Pepsi Florida Relays,2023-03-31
High Jump,m,4,"Hill, Dontavious",SR-4,Auburn,2.24m,False,FSU Relays (College),2023-03-23
High Jump,f,1,"Distin, Lamara",SR-4,Texas A&M,1.95m,False,LSU Alumni Gold,2023-04-22
High Jump,f,2,"Kulichenko, Elena",SO-2,Georgia,1.90m,False,2023 95th Clyde Littlefield Texas Relays,2023-03-29
High Jump,f,3,"Tidwell, Cierra",JR-3,BYU,1.88m,False,63rd Annual Mt. SAC Relays,2023-04-12
High Jump,f,4,"Rogers, Jenna",SO-2,Nebraska,1.86m,False,Michael Johnson Invitational,2023-04-21
High Jump,f,4,"Anderson, Rylee",SR-4,Kansas,1.86m,False,LSU Lloyd Wills Invitational,2023-04-08
High Jump,f,4,"Anglin, Daniella",SO-2,South Dakota,1.86m,False,Summit League Outdoor Championships,2023-05-11
High Jump,f,4,"Smalls, Morgan",SR-4,LSU,1.86m,False,LSU Lloyd Wills Invitational,2023-04-08
Pole Vault,m,1,"Guttormsen, Sondre",SR-4,Princeton,5.90m,False,Texas Invitational,2023-04-28
Pole Vault,m,2,"Bradford, Zach",SR-4,Texas Tech,5.87m,False,Big 12 Outdoor Track & Field Championships,2023-05-12
Pole Vault,m,3,"Ellis, Branson",SR-4,Stephen F. Austin,5.86m,False,2023 95th Clyde Littlefield Texas Relays,2023-03-29
Pole Vault,m,4,"Rademeyer, Kyle",JR-3,South Alabama,5.82m,False,2023 Maroon and White Invite,2023-04-28
Pole Vault,m,5,"Garretson, Hunter",JR-3,Akron,5.71m,False,2023 95th Clyde Littlefield Texas Relays,2023-03-29
Pole Vault,f,1,"Campbell, Nastassja",SR-4,Washington,4.55m,False,63rd Annual Mt. SAC Relays,2023-04-12
Pole Vault,f,2,"Timberg, Chloe",SO-2,Rutgers,4.50m,False,2023 95th Clyde Littlefield Texas Relays,2023-03-29
Pole Vault,f,2,"Lueking, Olivia",SO-2,Oklahoma,4.50m,False,Corky/Crofoot Shootout,2023-04-28
Pole Vault,f,4,"Mulla, Marleen",SO-2,South Dakota,4.49m,False,USD Tune-up,2023-05-05
Pole Vault,f,5,"Stimmel, Kenna",FR-1,Virginia Tech,4.45m,False,2023 95th Clyde Littlefield Texas Relays,2023-03-29
Pole Vault,f,5,"Hirata, Gennifer",JR-3,South Dakota,4.45m,False,63rd Annual Mt. SAC Relays,2023-04-12
Pole Vault,f,5,"Fassold, Amanda",JR-3,Arkansas,4.45m,False,2023 95th Clyde Littlefield Texas Relays,2023-03-29
Long Jump,m,1,"Pinnock, Wayne",SO-2,Arkansas,8.37m,False,SEC Outdoor Track & Field Championships,2023-05-11
Long Jump,m,2,"Brackins, Johnny",SO-2,USC,8.30m,False,Pac-12 Track & Field Championships,2023-05-12
Long Jump,m,3,"Davis, Jeremiah",SR-4,Florida State,8.19m,False,UF Tom Jones Memorial,2023-04-14
Long Jump,m,4,"McLeod, Carey",SR-4,Arkansas,8.14m,False,SEC Outdoor Track & Field Championships,2023-05-11
Long Jump,m,5,"Willis, Jeremiah",JR-3,Louisville,8.06m,False,2023 95th Clyde Littlefield Texas Relays,2023-03-29
Long Jump,f,1,"Smith, Ackelia",SO-2,Texas,7.08m,False,Big 12 Outdoor Track & Field Championships,2023-05-12
Long Jump,f,2,"Moore, Jasmine",JR-3,Florida,6.98m,False,UF Tom Jones Memorial,2023-04-14
Long Jump,f,3,"Jones, Alyssa",FR-1,Stanford,6.79m,False,Pac-12 Track & Field Championships,2023-05-12
Long Jump,f,4,"Bryant, Claire",JR-3,Florida,6.75m,False,UF Tom Jones Memorial,2023-04-14
Long Jump,f,5,"Charlton, Anthaya",FR-1,Kentucky,6.74m,False,SEC Outdoor Track & Field Championships,2023-05-11
Triple Jump,m,1,"Hibbert, Jaydon",FR-1,Arkansas,17.87m,False,SEC Outdoor Track & Field Championships,2023-05-11
Triple Jump,m,2,"Robinson, Russell",JR-3,Miami (Fla.),17.12m,False,63rd Annual Mt. SAC Relays,2023-04-12
Triple Jump,m,3,"Davis, Jeremiah",SR-4,Florida State,16.78m,False,LSU Alumni Gold,2023-04-22
Triple Jump,m,4,"Foote-Talley, Clarence",JR-3,Ohio State,16.71m,False,Penn Relays,2023-04-27
Triple Jump,m,5,"Owens, Owayne",SR-4,Virginia,16.61m,False,ACC Outdoor Track & Field Championships,2023-05-11
Triple Jump,f,1,"Moore, Jasmine",JR-3,Florida,14.14m,False,SEC Outdoor Track & Field Championships,2023-05-11
Triple Jump,f,2,"Welcome, Mikeisha",JR-3,Georgia,14.07m,False,63rd Annual Mt. SAC Relays,2023-04-12
Triple Jump,f,3,"Taylor, Charisma",SR-4,Tennessee,13.99m,False,SEC Outdoor Track & Field Championships,2023-05-11
Triple Jump,f,4,"Sjostrand, Emilia",SO-2,San Jose St.,13.92m,False,Cardinal Classic,2023-03-18
Triple Jump,f,5,"Lasmane, Ruta",JR-3,Texas Tech,13.85m,False,Corky/Crofoot Shootout,2023-04-28
Shot Put,m,1,"Wilson, Jonah",SR-4,Nebraska,21.32m,False,Big Ten Outdoor Championships,2023-05-12
Shot Put,m,2,"Geist, Jordan",SR-4,Arizona,21.25m,False,63rd Annual Mt. SAC Relays,2023-04-12
Shot Put,m,3,"Otterdahl, Maxwell",JR-3,Nebraska,21.22m,False,Big Ten Outdoor Championships,2023-05-12
Shot Put,m,4,"Kolesnikoff, Alexander",JR-3,Harvard,20.69m,False,Harvard/Yale vs. Oxford/Cambridge,2023-04-08
Shot Put,m,5,"West, Jordan",SR-4,Arkansas,20.57m,False,SEC Outdoor Track & Field Championships,2023-05-11
Shot Put,f,1,"Johansson, Axelina",SO-2,Nebraska,19.54m,False,Big Ten Outdoor Championships,2023-05-12
Shot Put,f,2,"Schaefer , Josie",SR-4,Wisconsin,18.98m,False,63rd Annual Mt. SAC Relays,2023-04-12
Shot Put,f,3,"Dove, KeAyla",JR-3,North Texas,18.95m,False,2023 Conference USA Championships,2023-05-11
Shot Put,f,4,"Van Klinken, Jorinde",SR-4,Oregon,18.59m,False,Pac-12 Track & Field Championships,2023-05-12
Shot Put,f,5,"Ross, Jaida",JR-3,Oregon,18.49m,False,2023 Triton Invite (College/University),2023-04-07
Discus,m,1,"Alekna, Mykolas",SO-2,California,71.00m,False,The 128th Big Meet,2023-04-29
Discus,m,2,"Stona, Roje",SR-4,Arkansas,68.64m,False,SEC Outdoor Track & Field Championships,2023-05-11
Discus,m,3,"Washington, Turner",SR-4,Arizona State,64.98m,False,Desert Heat Classic 2023,2023-04-29
Discus,m,4,"Pavlidis, Dimitrios",SO-2,Kansas,64.90m,False,Kansas Relays,2023-04-13
Discus,m,5,"Mullings , Ralford",SO-2,Arkansas,62.79m,False,63rd Annual Mt. SAC Relays,2023-04-12
Discus,f,1,"Van Klinken, Jorinde",SR-4,Oregon,67.05m,False,2023 Triton Invite (College/University),2023-04-07
Discus,f,2,"Fraley, Veronica",JR-3,Vanderbilt,62.84m,False,SEC Outdoor Track & Field Championships,2023-05-11
Discus,f,3,"Bender, Faith",SO-2,Ohio State,61.13m,False,Jesse Owens Track & Field Classic,2023-04-21
Discus,f,4,"Lindfors, Caisa-Marie",SO-2,Florida State,60.80m,False,ACC Outdoor Track & Field Championships,2023-05-11
Discus,f,5,"Jackson, Cierra",SO-2,Fresno State,60.77m,False,44th Aztec Invitational,2023-03-23
Hammer,m,1,"Zaltos, Kostas",JR-3,Minnesota,75.27m,False,Drake Relays,2023-04-26
Hammer,m,2,"Geist, Jordan",SR-4,Arizona,74.14m,False,Jim Click Shootout 2023 Multi,2023-04-06
Hammer,m,3,"Ikeji, Kenneth",SO-2,Harvard,74.12m,False,Penn Relays,2023-04-27
Hammer,m,4,"Andrade, Decio",SR-4,Miami (Fla.),73.77m,False,Beach Invitational 2023,2023-04-14
Hammer,m,5,"Merkley, Tyler",SR-4,Penn State,73.67m,False,Big Ten Outdoor Championships,2023-05-12
Hammer,f,1,"Purchase, Anna",SR-4,California,73.02m,False,2023 Brutus Hamilton,2023-04-08
Hammer,f,2,"Ratcliffe, Stephanie",SO-2,Harvard,70.59m,False,Penn Relays,2023-04-27
Hammer,f,3,"Mitchell, Jasmine",SR-4,Ole Miss,69.58m,False,LSU Invitational,2023-04-29
Hammer,f,4,"Moran, Shelby",JR-3,Oregon,68.96m,False,Pac-12 Track & Field Championships,2023-05-12
Hammer,f,5,"Malone, Madi",SR-4,Auburn,68.79m,False,FSU Relays (College),2023-03-23
Javelin,m,1,"Strachan, Keyshawn",FR-1,Auburn,84.27m,False,2023 95th Clyde Littlefield Texas Relays,2023-03-29
Javelin,m,2,"Dabbs, Ethan",SR-4,Virginia,80.82m,False,Virginia Challenge,2023-04-20
Javelin,m,3,"Minichello, Marc",SR-4,Georgia,80.62m,False,63rd Annual Mt. SAC Relays,2023-04-12
Javelin,m,4,"Nnamdi , Chinecherem Prosper",SO-2,Baylor,79.98m,False,2023 95th Clyde Littlefield Texas Relays,2023-03-29
Javelin,m,5,"Pedigo, Tzuriel",JR-3,LSU,78.34m,False,SEC Outdoor Track & Field Championships,2023-05-11
Javelin,f,1,"Otabor, Rhema",JR-3,Nebraska,59.28m,False,Michael Johnson Invitational,2023-04-21
Javelin,f,2,"Harris, Maddie",JR-3,Nebraska,58.85m,False,Jim Click Shootout 2023 Multi,2023-04-06
Javelin,f,3,"Wiltrout, Madison",SR-4,North Carolina,58.51m,False,ACC Outdoor Track & Field Championships,2023-05-11
Javelin,f,4,"Botter, Federica",SR-4,UCLA,57.81m,False,Pac-12 Track & Field Championships,2023-05-12
Javelin,f,5,"Rivera, Sophia",SR-4,Missouri,57.67m,False,Yellow Jacket Invitational,2023-03-17
Heptathlon,f,1,"Jones, Allie",SR-4,USC,6234,False,Pac-12 Track & Field Championships,2023-05-12
Heptathlon,f,2,"Blazevica, Kristine",JR-3,Texas,6146,False,Big 12 Outdoor Track & Field Championships,2023-05-12
Heptathlon,f,3,"Eikeng, Ida",JR-3,Washington,6114,False,Pac-12 Track & Field Championships,2023-05-12
Heptathlon,f,4,"Juskeviciute, Beatrice",SR-4,Vanderbilt,6079,False,SEC Outdoor Track & Field Championships,2023-05-11
Heptathlon,f,5,"O'Brien, Jadin",SO-2,Notre Dame,5942,False,2023 95th Clyde Littlefield Texas Relays,2023-03-29
Decathlon,m,1,"Garland, Kyle",SR-4,Georgia,8589,False,SEC Outdoor Track & Field Championships,2023-05-11
Decathlon,m,2,"Neugebauer , Leo",JR-3,Texas,8478,False,2023 95th Clyde Littlefield Texas Relays,2023-03-29
Decathlon,m,3,"Baldwin, Heath",JR-3,Michigan State,8084,False,63rd Annual Mt. SAC Relays,2023-04-12
Decathlon,m,4,"Steinforth, Till",SO-2,Nebraska,8064,False,Big Ten Outdoor Championships,2023-05-12
Decathlon,m,5,"West, Austin",JR-3,Iowa,8038,False,63rd Annual Mt. SAC Relays,2023-04-12
