event,gender,place,athlete,year,team,result,converted,meet,meet_date
200 Meters,f,4,"Clark, Tamara",SO-2,Alabama,22.90,False,SEC Indoor Championships,2019-02-22
200 Meters,f,4,"Annelus, Anglerne",JR-3,USC,22.90,True,Texas Tech Matador Qualifier,2019-02-15
400 Meters,m,1,"Montgomery, Kahmari",SR-4,Houston,45.04,False,The American Indoor Track & Field Championships,2019-02-22
400 Meters,m,2,"London, Wil",SR-4,Baylor,45.30,True,Big 12 Championships,2019-02-22
400 Meters,m,3,"Igbokwe, Obi",SR-4,Houston,45.35,False,Clemson Tiger Paw Invitational,2019-02-08
400 Meters,m,4,"Richard, Tyrell",SR-4,South Carolina St.,45.39,False,USC Open Indoor,2019-02-16
400 Meters,m,5,"Jones, Jonathan",FR-1,Texas,45.49,True,Texas Tech Shootout,2019-02-08
400 Meters,f,1,"Irby, Lynna",SO-2,Georgia,52.02,False,SEC Indoor Championships,2019-02-22
400 Meters,f,2,"Constantine, Kyra",JR-3,USC,52.07,False,2019 MPSF Indoor Track & Field Championships,2019-02-22
400 Meters,f,3,"Richardson, Syaira",SO-2,Texas A&M,52.09,False,SEC Indoor Championships,2019-02-22
400 Meters,f,4,"Holmes, Alexis",FR-1,Penn State,52.14,False,Big Ten Indoor Track and Field Championships,2019-02-22
400 Meters,f,5,"Horton, Kiana",SR-4,Baylor,52.29,True,Big 12 Championships,2019-02-22
800 Meters,m,1,"Dixon, Devin",JR-3,Texas A&M,1:44.97,True,Texas Tech Classic,2019-01-24
800 Meters,m,2,"Arop, Marco",SO-2,Miss State,1:45.90,False,Clemson Tiger Paw Invitational,2019-02-08
800 Meters,m,3,"Hoppel, Bryce",JR-3,Kansas,1:46.53,True,Big 12 Championships,2019-02-22
800 Meters,m,4,"White, Joseph",SR-4,Georgetown,1:46.59,False,112th NYRR Millrose Games,2019-02-09
800 Meters,m,5,"Jewett, Isaiah",JR-3,USC,1:46.60,True,Texas Tech Classic,2019-01-24
800 Meters,f,1,"Bissah, Martha",JR-3,Norfolk State,2:02.58,True,Camel City Invitational,2019-02-01
800 Meters,f,2,"Wilson, Allie",SR-4,Monmouth,2:02.65,False,Boston University David Hemery Valentine Invitational,2019-02-08
800 Meters,f,3,"Rivers, Danae",JR-3,Penn State,2:02.94,False,Penn State National,2019-01-25
800 Meters,f,4,"Pocratsky, Rachel",SR-4,Virginia Tech,2:03.43,False,ACC Indoor Track & Field Championships,2019-02-21
800 Meters,f,5,"Eubanks, Marleena",SR-4,Kansas,2:03.63,True,Big 12 Championships,2019-02-22
Mile,m,1,"Hoare, Oliver",JR-3,Wisconsin,3:54.83,False,112th NYRR Millrose Games,2019-02-09
Mile,m,2,"Suliman, Waleed",SO-2,Ole Miss,3:56.78,False,Boston University David Hemery Valentine Invitational,2019-02-08
Mile,m,3,"Villarreal, Carlos",JR-3,Arizona,3:57.27,False,2019 Last Chance College Elite,2019-02-15
Mile,m,4,"Mau, Kyle",JR-3,Indiana,3:57.61,False,Iowa State Classic,2019-02-08
Mile,m,5,"Hunter, Charlie",SO-2,Oregon,3:57.74,False,2019 Last Chance College Elite,2019-02-15
Mile,f,1,"Rivers, Danae",JR-3,Penn State,4:29.47,False,112th NYRR Millrose Games,2019-02-09
Mile,f,2,"Hull, Jessica",SR-4,Oregon,4:31.03,False,Razorback Invitational,2019-01-25
Mile,f,3,"Kelati, Weini",SO-2,New Mexico,4:31.70,True,Mountain West Indoor Track & Field Championships,2019-02-21
Mile,f,4,"Meier, Hannah",SR-4,Michigan,4:32.46,False,Big Ten Indoor Track and Field Championships,2019-02-22
Mile,f,5,"Rizk, Julia",SR-4,Ohio State,4:32.79,False,Big Ten Indoor Track and Field Championships,2019-02-22
3000 Meters,m,1,"Fisher, Grant",JR-3,Stanford,7:42.62,False,112th NYRR Millrose Games,2019-02-09
3000 Meters,m,2,"McDonald, Morgan",SR-4,Wisconsin,7:42.76,False,112th NYRR Millrose Games,2019-02-09
3000 Meters,m,3,"Kemboi, Amon",JR-3,Campbell,7:44.77,False,112th NYRR Millrose Games,2019-02-09
3000 Meters,m,4,"Klecker, Joe",JR-3,Colorado,7:48.32,True,Colorado Invitational 2019,2019-01-31
3000 Meters,m,5,"Hoare, Oliver",JR-3,Wisconsin,7:48.81,False,2019 Indiana University Relays,2019-01-25
3000 Meters,f,1,"Monson, Alicia",JR-3,Wisconsin,8:45.97,False,112th NYRR Millrose Games,2019-02-09
3000 Meters,f,2,"Hull, Jessica",SR-4,Oregon,8:53.91,False,2019 Husky Classic,2019-02-08
3000 Meters,f,3,"Kelati, Weini",SO-2,New Mexico,8:53.98,False,112th NYRR Millrose Games,2019-02-09
3000 Meters,f,4,"Ostrander, Allie",JR-3,Boise State,8:55.26,False,2019 Husky Classic,2019-02-08
3000 Meters,f,5,"Hutchinson, Nicole",SR-4,Villanova,8:55.68,False,2019 Husky Classic,2019-02-08
5000 Meters,m,1,"Day, Tyler",,Northern Arizona,13:31.36,True,Bobcat Preview,2018-12-01
5000 Meters,m,2,"Kemboi, Amon",JR-3,Campbell,13:33.64,False,Boston University / Sharon Colyear-Danville Season Opener,2018-12-01
5000 Meters,m,3,"Young, Clayton",SR-4,BYU,13:34.46,False,Iowa State Classic,2019-02-08
5000 Meters,m,4,"Kurgat, Edwin",JR-3,Iowa State,13:34.54,False,Iowa State Classic,2019-02-08
5000 Meters,m,5,"Klecker, Joe",JR-3,Colorado,13:35.97,False,2019 Husky Classic,2019-02-08
5000 Meters,f,1,"Kurgat, Ednah",SR-4,New Mexico,15:14.78,False,Boston University / Sharon Colyear-Danville Season Opener,2018-12-01
5000 Meters,f,2,"Kelati, Weini",SO-2,New Mexico,15:15.24,False,Boston University / Sharon Colyear-Danville Season Opener,2018-12-01
5000 Meters,f,3,"Lokedi, Sharon",SR-4,Kansas,15:15.47,False,Boston University / Sharon Colyear-Danville Season Opener,2018-12-01
5000 Meters,f,4,"Ostrander, Allie",JR-3,Boise State,15:16.38,False,Boston University / Sharon Colyear-Danville Season Opener,2018-12-01
5000 Meters,f,5,"Wasike, Dorcas",SO-2,Louisville,15:25.35,False,Boston University / Sharon Colyear-Danville Season Opener,2018-12-01
60 Hurdles,m,1,"Holloway, Grant",JR-3,Florida,7.43,False,Tyson Invitational,2019-02-08
60 Hurdles,m,2,"Roberts, Daniel",JR-3,Kentucky,7.48,False,SEC Indoor Championships,2019-02-22
60 Hurdles,m,3,"Cunningham, Trey",SO-2,Florida State,7.53,False,Dr. Sander Columbia Challenge,2019-01-24
60 Hurdles,m,4,"Zallow, Chad",SR-4,Youngstown St.,7.66,False,Penn State National,2019-01-25
60 Hurdles,m,5,"Nicholls, Michael",SR-4,Georgia,7.67,False,Clemson Invitational,2019-01-18
60 Hurdles,f,1,"Brissett, Chanel",SO-2,USC,7.90,False,Tyson Invitational,2019-02-08
60 Hurdles,f,2,"Brown, Janeek",SO-2,Arkansas,7.95,False,Tyson Invitational,2019-02-08
60 Hurdles,f,2,"McMinn, Tiara",SO-2,Miami,7.95,False,ACC Indoor Track & Field Championships,2019-02-21
60 Hurdles,f,4,"Chadwick, Payton",SR-4,Arkansas,7.98,False,SEC Indoor Championships,2019-02-22
60 Hurdles,f,5,"Marshall, Tonea",JR-3,LSU,8.04,False,Tyson Invitational,2019-02-08
60 Hurdles,f,5,"White, Kayla",SR-4,N. Carolina A&T,8.04,False,Tyson Invitational,2019-02-08
High Jump,m,1,"McEwen, Shelby",JR-3,Alabama,2.31m,False,Carolina Challenge,2019-01-31
High Jump,m,2,"Harrison, JuVaughn",SO-2,LSU,2.28m,False,SEC Indoor Championships,2019-02-22
High Jump,m,2,"Laine, Keenon",SR-4,Georgia,2.28m,False,SEC Indoor Championships,2019-02-22
High Jump,m,2,"Shankar, Tejaswin",SO-2,Kansas State,2.28m,False,Big 12 Championships,2019-02-22
High Jump,m,5,"Sears, Earnie",SO-2,USC,2.27m,False,Texas Tech Classic,2019-01-24
High Jump,f,1,"Stapleton-Johnson, Andrea",SR-4,BYU,1.87m,False,Air Force Indoor Team Challenge,2019-01-18
High Jump,f,1,"Blaut, Loretta",SR-4,Cincinnati,1.87m,False,Charlie Thomas Invitational,2019-02-01
High Jump,f,3,"Willis, Zarriea",SR-4,Texas Tech,1.85m,False,Corky Classic,2019-01-12
High Jump,f,3,"Reaugh, Falyn",SO-2,Oklahoma,1.85m,False,Corky Classic,2019-01-12
High Jump,f,5,"Ahrens, Stephanie",SR-4,Nebraska-Omaha,1.84m,False,2019 Bearcat Invite,2019-02-08
Pole Vault,m,1,"Duplantis, Mondo",FR-1,LSU,5.92m,False,SEC Indoor Championships,2019-02-22
Pole Vault,m,2,"Ludwig, Matthew",SR-4,Akron,5.83m,False,Akron / Kent St. Dual,2019-01-25
Pole Vault,m,3,"Nilsen, Chris",JR-3,South Dakota,5.75m,False,Summit League Indoor Championships,2019-02-22
Pole Vault,m,4,"Guttormsen, Sondre",FR-1,UCLA,5.73m,False,Don Kirby Elite Invitational,2019-02-08
Pole Vault,m,5,"Wooten, Jacob",SR-4,Texas A&M,5.72m,False,Clemson Tiger Paw Invitational,2019-02-08
Pole Vault,f,1,"Jacobus, Alexis",SR-4,Arkansas,4.68m,False,SEC Indoor Championships,2019-02-22
Pole Vault,f,2,"Hoggard, Victoria",SR-4,Arkansas,4.60m,False,SEC Indoor Championships,2019-02-22
Pole Vault,f,3,"Draxler, Bonnie",SR-4,San Diego St.,4.52m,False,New Mexico Classic,2019-02-01
Pole Vault,f,4,"Gunnarsson, Lisa",SO-2,LSU,4.51m,False,Razorback Invitational,2019-01-25
Pole Vault,f,5,"Baxter, Rachel",SO-2,Virginia Tech,4.47m,False,ACC Indoor Track & Field Championships,2019-02-21
Long Jump,m,1,"Grey, Rayvon",JR-3,LSU,8.06m,False,Red Raider Invite,2019-01-18
Long Jump,m,2,"Holloway, Grant",JR-3,Florida,8.02m,False,Razorback Invitational,2019-01-25
Long Jump,m,3,"Edoki, Fabian",JR-3,Mid. Tenn. State,8.01m,False,Vanderbilt Invitational,2019-01-18
Long Jump,m,4,"Lewis, Odaine",SR-4,Texas Tech,7.99m,False,Corky Classic,2019-01-12
Long Jump,m,4,"Fincham-Dukes, Jacob",SR-4,Oklahoma State,7.99m,False,Big 12 Championships,2019-02-22
Long Jump,f,1,"Sow, Rougui",SR-4,Florida State,6.49m,False,ACC Indoor Track & Field Championships,2019-02-21
Long Jump,f,2,"David, Yanis",SR-4,Florida,6.46m,False,SEC Indoor Championships,2019-02-22
Long Jump,f,3,"Gray, Jordan",SR-4,Kennesaw State,6.45m,False,ETSU Track & Field Invitational 2019,2019-01-11
Long Jump,f,4,"Williams, Nadia",JR-3,Central Michigan,6.41m,False,Jack Skoog Open,2019-01-11
Long Jump,f,5,"Longmire, Destiny",JR-3,TCU,6.39m,False,Big 12 Championships,2019-02-22
Long Jump,f,5,"Fokam, Michelle",JR-3,Rice,6.39m,False,Leonard Hilton Memorial Invitational,2019-01-11
Triple Jump,m,1,"Triki, Tahar",JR-3,Texas A&M,17.12m,False,SEC Indoor Championships,2019-02-22
Triple Jump,m,2,"Scott, Jordan",JR-3,Virginia,16.90m,False,Clemson Tiger Paw Invitational,2019-02-08
Triple Jump,m,3,"Mapaya, Chengetayi",SO-2,TCU,16.83m,False,Big 12 Championships,2019-02-22
Triple Jump,m,4,"Warren, John",SR-4,Southern Miss.,16.81m,False,Vanderbilt Invitational,2019-01-18
Triple Jump,m,5,"Perinchief, Jah-Nhai",SO-2,Texas Tech,16.75m,False,Big 12 Championships,2019-02-22
Triple Jump,f,1,"David, Yanis",SR-4,Florida,13.84m,False,SEC Indoor Championships,2019-02-22
Triple Jump,f,2,"Ebwea-Excel, Marie-Josee",SR-4,Kentucky,13.78m,False,2018 Hoosier Open,2018-12-07
Triple Jump,f,3,"Cook, Chaquinn",SR-4,Oregon,13.60m,False,Razorback Invitational,2019-01-25
Triple Jump,f,4,"Lawrence, Shardia",SR-4,Kansas State,13.58m,False,Razorback Invitational,2019-01-25
Triple Jump,f,5,"Hooper, Natricia",JR-3,Florida,13.53m,False,SEC Indoor Championships,2019-02-22
Shot Put,m,1,"Otterdahl, Payton",SR-4,North Dakota State,21.81m,False,Summit League Indoor Championships,2019-02-22
Shot Put,m,2,"Geist, Jordan",SO-2,Arizona,21.15m,False,Texas Tech Shootout,2019-02-08
Shot Put,m,3,"Comenentia, Denzel",SR-4,Georgia,20.72m,False,Tyson Invitational,2019-02-08
Shot Put,m,4,"Piperi, Adrian",SO-2,Texas,20.57m,False,Charlie Thomas Invitational,2019-02-01
Shot Put,m,5,"Johnson, McKay",SO-2,California,20.47m,False,2019 MPSF Indoor Track & Field Championships,2019-02-22
Shot Put,f,1,"Olatoye, Sade",SR-4,Ohio State,17.88m,False,Big Ten Indoor Track and Field Championships,2019-02-22
Shot Put,f,2,"Noennig, Samantha",SO-2,Arizona State,17.81m,False,Lumberjack Team Challenge,2019-01-18
Shot Put,f,3,"Tausaga, Laulauga",JR-3,Iowa,17.79m,False,Big Ten Indoor Track and Field Championships,2019-02-22
Shot Put,f,4,"Wilson, Alyssa",SO-2,UCLA,17.73m,False,NAU Friday Night Duals,2019-01-11
Shot Put,f,5,"Gustafson, Aliyah",SR-4,Bowling Green,17.50m,False,Can-Am International,2019-01-26
Weight Throw,m,1,"Otterdahl, Payton",SR-4,North Dakota State,24.06m,False,SDSU Indoor Classic,2019-02-08
Weight Throw,m,2,"Ellis, Joseph",SR-4,Michigan,23.56m,False,Music City Challenge,2019-02-08
Weight Throw,m,3,"Comenentia, Denzel",SR-4,Georgia,23.52m,False,UAB Blazer Invitational,2019-01-11
Weight Throw,m,4,"McFarland, AJ",SR-4,Florida,23.35m,False,SEC Indoor Championships,2019-02-22
Weight Throw,m,5,"Dudarev, Gleb",JR-3,Kansas,23.29m,False,Big 12 Championships,2019-02-22
Weight Throw,f,1,"Olatoye, Sade",SR-4,Ohio State,24.07m,False,Big Ten Indoor Track and Field Championships,2019-02-22
Weight Throw,f,2,"Scarvelis, Stamatia",SR-4,Tennessee,24.06m,False,SEC Indoor Championships,2019-02-22
Weight Throw,f,3,"Tausaga, Laulauga",JR-3,Iowa,23.26m,False,2019 Frank Sevigne Husker Invitational,2019-02-01
Weight Throw,f,4,"Scaife, Taylor",JR-3,Houston,22.65m,False,Houston Invitational,2019-01-25
Weight Throw,f,5,"Oginni, Banke",SR-4,Wisconsin,22.33m,False,Badger Red & White Classic,2019-02-15
Pentathlon,f,1,"Atherley, Michelle",SR-4,Miami,4498,False,ACC Indoor Track & Field Championships,2019-02-21
Pentathlon,f,2,"Whisby, Aliyah",SO-2,Georgia,4372,False,Clemson Bob Pollock Invitational,2019-01-25
Pentathlon,f,3,"Herman, Kelsey",JR-3,Arkansas,4330,False,SEC Indoor Championships,2019-02-22
Pentathlon,f,4,"Simmons, Tria",SR-4,Iowa,4220,False,2019 Frank Sevigne Husker Invitational,2019-02-01
Pentathlon,f,4,"Bender, Hope",SR-4,UC Santa Barbara,4220,False,2019 UW Invitational,2019-01-25
Heptathlon,m,1,"Erm, Johannes",SO-2,Georgia,5996,False,SEC Indoor Championships,2019-02-22
Heptathlon,m,2,"Williams, Harrison",SR-4,Stanford,5961,False,2019 Frank Sevigne Husker Invitational,2019-02-01
Heptathlon,m,3,"Haasbroek, Gary",FR-1,UTSA,5949,False,Houston Invitational,2019-01-25
Heptathlon,m,4,"Moore, Gabe",SR-4,Arkansas,5908,False,SEC Indoor Championships,2019-02-22
Heptathlon,m,5,"Booth, Aaron",JR-3,Kansas State,5819,False,Razorback Invitational,2019-01-25
