event,gender,place,athlete,year,team,result,converted,meet,meet_date
Weight Throw,m,4,"Robinson-O'Hagan, Tarik",SR-4,Ole Miss,23.78m,False,2026 Rod McCravy Memorial Track & Field,2026-01-09
Weight Throw,m,5,"Moore Jr., Gary",SR-4,Kansas State,23.54m,False,Tyson Invitational,2026-02-13
Weight Throw,f,1,"Nabwe, Anthonett",JR-3,Minnesota,24.67m,False,Tyson Invitational,2026-02-13
Weight Throw,f,2,"Meeks, Giavonna",JR-3,Texas,24.49m,False,Tyson Invitational,2026-02-13
Weight Throw,f,3,"Makhethe, Phethisang",SR-4,Illinois,23.70m,False,2026 Big Ten Indoor Track and Field Championships,2026-02-26
Weight Throw,f,4,"Koskondy, Jordan",JR-3,Illinois,23.59m,False,Tyson Invitational,2026-02-13
Weight Throw,f,5,"Odeluga, Akaoma",JR-3,Ole Miss,23.08m,False,Tyson Invitational,2026-02-13
Pentathlon,f,1,"Humphries, Meagan",SO-2,Illinois,4459,False,2026 Big Ten Indoor Track and Field Championships,2026-02-26
Pentathlon,f,2,"Laracuente-Huebner, Juliette",JR-3,Cincinnati,4437,False,Big 12 Championships,2026-02-27
Pentathlon,f,3,"Mercera, Vanessa",SR-4,Kansas State,4429,False,K-State DeLoss Dodds Invitational,2026-01-30
Pentathlon,f,4,"Gero-Holt, JaiCieonna",FR-1,Illinois,4400,False,2026 Big Ten Indoor Track and Field Championships,2026-02-26
Pentathlon,f,5,"Pitts, Maddie",SR-4,Penn State,4384,False,2026 Big Ten Indoor Track and Field Championships,2026-02-26
Heptathlon,m,1,"Bair, Peyton",JR-3,Oregon,6371,False,Razorback Invitational,2026-01-30
Heptathlon,m,2,"Byrd, Kenneth",SO-2,Louisville,6161,False,2026 PNC Lenny Lyles Open,2026-01-30
Heptathlon,m,3,"Pelkmans, Luuk",FR-1,Illinois,6151,True,Fighting Illini Challenge and Combined Events,2026-01-22
Heptathlon,m,4,"Morton, Carter",SR-4,Northern Iowa,6054,False,Jimmy Grant Invite,2025-12-12
Heptathlon,m,5,"Degreef, Jip",JR-3,Illinois,6019,True,Fighting Illini Challenge and Combined Events,2026-01-22
