event,gender,place,athlete,year,team,result,converted,meet,meet_date
3000 Meters,m,2,"Lelei, Henry",SR-4,Texas A&M,7:47.91,False,Notre Dame Alex Wilson 2013,2013-03-01
3000 Meters,m,3,"Hill, Ryan",SR-4,North Carolina St.,7:49.20,False,UW Husky Classic,2013-02-08
3000 Meters,m,4,"Kithuka, Kennedy",SR-4,Texas Tech,7:50.26,False,Notre Dame Meyo Invitational 2013,2013-02-01
3000 Meters,m,5,"Estrada, Diego",SR,Northern Arizona,7:50.44,False,UW Husky Classic,2013-02-08
3000 Meters,m,5,"Jenkins, Eric",JR-3,Northeastern,7:50.44,False,UW Husky Classic,2013-02-08
3000 Meters,f,1,"D'Agostino, Abbey",JR-3,Dartmouth,8:55.41,False,UW Invitational,2013-01-25
3000 Meters,f,2,"Hasay, Jordan",SR,Oregon,8:57.46,False,UW Invitational,2013-01-25
3000 Meters,f,3,"Macumber, Cally",SR-4,Kentucky,8:59.98,False,UW Husky Classic,2013-02-08
3000 Meters,f,4,"Saina, Betsy",SR-4,Iowa State,9:04.57,False,Bill Bergan Invitational,2013-01-26
3000 Meters,f,5,"Kiser, Hannah",JR-3,Idaho,9:04.74,False,UW Husky Classic,2013-02-08
5000 Meters,m,1,"Kithuka, Kennedy",SR-4,Texas Tech,13:26.65,False,Tyson Invitational,2013-02-08
5000 Meters,m,2,"Estrada, Diego",SR,Northern Arizona,13:37.01,True,2013 NAU Tune Up,2013-02-14
5000 Meters,m,3,"Williams, Kevin",SR-4,Oklahoma,13:38.57,False,UW Husky Classic,2013-02-08
5000 Meters,m,3,"Kipchirchir, Shadrack",SR-4,Oklahoma State,13:38.57,False,UW Husky Classic,2013-02-08
5000 Meters,m,5,"Rotich, Anthony",SO-2,UTEP,13:38.58,False,UW Husky Classic,2013-02-08
5000 Meters,f,1,"Saina, Betsy",SR-4,Iowa State,15:21.66,False,Iowa State Classic,2013-02-07
5000 Meters,f,2,"Tuliamuk-Bolton, Aliphine",SR-4,Wichita State,15:25.47,False,Iowa State Classic,2013-02-07
5000 Meters,f,3,"Sisson, Emily",SO-2,Providence,15:44.40,False,2013 Boston University Terrier Classic,2013-01-25
5000 Meters,f,4,"Matthews, Katie",SR-4,Boston U.,15:46.13,False,2013 Boston University Terrier Classic,2013-01-25
5000 Meters,f,5,"Hasay, Jordan",SR,Oregon,15:46.30,False,UW Husky Classic,2013-02-08
60 Hurdles,m,1,"Lovett, Eddie",JR-3,Florida,7.54,False,SEC Indoor Track & Field Championships,2013-02-22
60 Hurdles,m,2,"Adams, Spencer",SR-4,Clemson,7.59,False,2013 Armory Collegiate Invitational,2013-02-01
60 Hurdles,m,3,"Cross, Caleb",SR-4,Arkansas,7.65,False,Tyson Invitational,2013-02-08
60 Hurdles,m,3,"Davis II, Wayne",JR-3,Texas A&M,7.65,False,SEC Indoor Track & Field Championships,2013-02-22
60 Hurdles,m,5,"Stewart, Keiron",SR-4,Texas,7.66,False,Tyson Invitational,2013-02-08
60 Hurdles,f,1,"Rollins, Brianna",JR-3,Clemson,7.78,False,The Tiger Challenge,2013-01-11
60 Hurdles,f,2,"McReynolds, Tiffani",JR-3,Baylor,8.02,False,Tyson Invitational,2013-02-08
60 Hurdles,f,3,"Stowers, Jasmin",JR-3,LSU,8.06,False,SEC Indoor Track & Field Championships,2013-02-22
60 Hurdles,f,4,"Harrison, Kendra",SO-2,Clemson,8.13,False,ACC Championships,2013-02-21
60 Hurdles,f,4,"Barber, Jade",SO-2,Notre Dame,8.13,False,Notre Dame Alex Wilson 2013,2013-03-01
High Jump,m,1,"Kynard, Erik",SR-4,Kansas State,2.33m,False,KSU Open,2013-02-16
High Jump,m,2,"Drouin, Derek",SR,Indiana,2.32m,False,Hoosier Hills,2013-02-08
High Jump,m,3,"Robertson, Ricky",SR-4,Mississippi,2.29m,False,Arkansas State Invitational,2013-01-25
High Jump,m,4,"Blair, Montez",JR-3,Cornell,2.27m,False,Cornell Upstate Challenge 2013,2013-01-19
High Jump,m,4,"White, James",JR-3,Nebraska,2.27m,False,2013 Holiday Inn Invitational,2013-01-11
High Jump,f,1,"Scheper, Jeannelle",JR-3,South Carolina,1.91m,False,Tyson Invitational,2013-02-08
High Jump,f,1,"Barrett, Brigetta",SR-4,Arizona,1.91m,False,Razorback Invitational,2013-01-25
High Jump,f,3,"Butts, Tynita",SR-4,East Carolina,1.90m,False,Penn State National Invitational,2013-01-25
High Jump,f,4,"Alcide, Makeba",SR-4,Arkansas,1.89m,False,Razorback Invitational,2013-01-25
High Jump,f,5,"Briscoe, Shanay",JR-3,Texas,1.88m,False,Razorback Invitational,2013-01-25
High Jump,f,5,"Schade, Krystle",SR-4,Alabama,1.88m,False,Auburn Indoor Invitational,2013-01-19
High Jump,f,5,"Kinsella, Michelle",JR-3,Louisville,1.88m,False,Big East Men's & Women's Indoor Track & Field Championships,2013-02-16
Pole Vault,m,1,"Whitt, Jack",SR-4,Oral Roberts,5.61m,False,Southland Conference Championship,2013-02-22
Pole Vault,m,2,"Irwin, Andrew",SO-2,Arkansas,5.60m,False,SEC Indoor Track & Field Championships,2013-02-22
Pole Vault,m,2,"Woepse, Michael",SO-2,UCLA,5.60m,False,New Mexico Don Kirby Elite,2013-02-08
Pole Vault,m,4,"Barber, Shawn",FR-1,Akron,5.60m h,False,EMU-Akron-Buffalo,2013-01-11
Pole Vault,m,5,"Blankenship, Jake",FR-1,Tennessee,5.55m,False,SEC Indoor Track & Field Championships,2013-02-22
Pole Vault,f,1,"Leleux, Morgann",SO-2,Georgia,4.50m,False,Razorback Invitational,2013-01-25
Pole Vault,f,2,"Schultze, Martina",SO-2,Virginia Tech,4.45m,False,ACC Championships,2013-02-21
Pole Vault,f,3,"Morris, Sandi",JR-3,Arkansas,4.43m,False,Arkansas Final Qualifier,2013-03-01
Pole Vault,f,3,"Bartnovskaya, Natalia",JR-3,Kansas,4.43m,False,Tyson Invitational,2013-02-08
Pole Vault,f,5,"Buell, Bethany",JR-3,South Dakota,4.41m,False,Summit League Indoor Track & Field Championships,2013-02-24
Long Jump,m,1,"Dendy, Marquis",SO-2,Florida,8.25m,False,SEC Indoor Track & Field Championships,2013-02-22
Long Jump,m,2,"Forbes, Damar",SR-4,LSU,8.07m,False,SEC Indoor Track & Field Championships,2013-02-22
Long Jump,m,3,"Higgs, Raymond",JR-3,Arkansas,7.95m,False,Arkansas vs Texas Dual,2013-01-11
Long Jump,m,4,"Raedler, Patrick",JR-3,Nebraska,7.87m,False,Big Ten Men's & Women's Indoor Track & Field Championships,2013-02-22
Long Jump,m,4,"Artis-Gray, Jeff",SR-4,Virginia Tech,7.87m,False,ACC Championships,2013-02-21
Long Jump,f,1,"Geubelle, Andrea",SR-4,Kansas,6.69m,False,2013 Armory Collegiate Invitational,2013-02-01
Long Jump,f,2,"Simpson, Francine",SR-4,Kansas,6.59m,False,Big 12 Indoor Track & Field Championships,2013-02-22
Long Jump,f,3,"Nettey, Christabel",SR-4,Arizona State,6.54m,False,New Mexico Don Kirby Elite,2013-02-08
Long Jump,f,4,"Shepherd, Karimah",SR-4,North Carolina St.,6.45m,False,ACC Championships,2013-02-21
Long Jump,f,5,"Bougard, Erica",SO-2,Miss State,6.43m,False,SEC Indoor Track & Field Championships,2013-02-22
Triple Jump,m,1,"Batchelor, Tarik",SR-4,Arkansas,16.53m,False,SEC Indoor Track & Field Championships,2013-02-22
Triple Jump,m,2,"Craddock, Omar",SR-4,Florida,16.49m,False,SEC Indoor Track & Field Championships,2013-02-22
Triple Jump,m,3,"Lamb, Bryce",SR-4,Texas Tech,16.26m,False,Tyson Invitational,2013-02-08
Triple Jump,m,4,"Dendy, Marquis",SO-2,Florida,16.25m,False,SEC Indoor Track & Field Championships,2013-02-22
Triple Jump,m,5,"Obi, Felix",FR-1,Baylor,16.18m,False,Big 12 Indoor Track & Field Championships,2013-02-22
Triple Jump,f,1,"Thomas, Shanieka",JR-3,San Diego St.,14.08m,False,New Mexico Don Kirby Elite,2013-02-08
Triple Jump,f,2,"Geubelle, Andrea",SR-4,Kansas,13.91m,False,Tyson Invitational,2013-02-08
Triple Jump,f,3,"Moen-Davis, LaQue",FR-1,Texas A&M,13.46m,False,SEC Indoor Track & Field Championships,2013-02-22
Triple Jump,f,3,"Emanuel, Keri",JR-3,LSU,13.46m,False,SEC Indoor Track & Field Championships,2013-02-22
Triple Jump,f,5,"Brewer, Ciarra",SO-2,Florida,13.35m,False,SEC Indoor Track & Field Championships,2013-02-22
Shot Put,m,1,"Clarke, Jordan",SR-4,Arizona State,20.59m,False,2013 Lumberjack Team Challenge,2013-01-12
Shot Put,m,2,"Finley, Mason",JR-3,Wyoming,20.06m h,False,Air Force Invitational,2013-01-24
Shot Put,m,3,"Garrett, Richard",SR-4,UTSA,20.05m,False,WAC Indoor Track & Field Championships,2013-02-21
Shot Put,m,4,"Antunovic, Bozidar",JR-3,Texas-Arlington,20.02m,False,WAC Indoor Track & Field Championships,2013-02-21
Shot Put,m,5,"Mozia, Stephen",SO-2,Cornell,19.89m,False,Cornell Upstate Challenge 2013,2013-01-19
Shot Put,f,1,"Brooks, Tia",SR-4,Oklahoma,18.76m,False,2013 J.D. Martin Invitational,2013-01-19
Shot Put,f,2,"Johnson, Felisha",SR-4,Indiana State,17.80m,False,Indiana University Relays,2013-01-25
Shot Put,f,3,"Hillman, Christina",SO-2,Iowa State,17.61m,False,Big 12 Indoor Track & Field Championships,2013-02-22
Shot Put,f,4,"Labonte, Julie",SR-4,Arizona,17.49m,False,MPSF Indoor Track and Field Championships,2013-02-22
Shot Put,f,5,"Hasslen, Alyssa",,Arizona,17.48m,False,New Mexico Don Kirby Open,2013-02-09
Weight Throw,m,1,"Ziegler, Alexander",SR-4,Virginia Tech,23.69m,False,ACC Championships,2013-02-21
Weight Throw,m,2,"Pounds, Brandon",SR-4,Indiana State,22.55m,False,Notre Dame Meyo Invitational 2013,2013-02-01
Weight Throw,m,3,"Pugh, Lonnie",SR-4,Michigan State,22.21m,False,Big Ten Men's & Women's Indoor Track & Field Championships,2013-02-22
Weight Throw,m,4,"James, Antonio",SO-2,Michigan State,22.14m,False,Big Ten Men's & Women's Indoor Track & Field Championships,2013-02-22
Weight Throw,m,5,"Enekwechi, Chukwuebuka",FR-1,Purdue,21.90m,False,Big Ten Men's & Women's Indoor Track & Field Championships,2013-02-22
Weight Throw,f,1,"Johnson, Felisha",SR-4,Indiana State,23.06m,False,EIU Friday Night Special,2013-02-15
Weight Throw,f,2,"Waller, Brittney",SR-4,Clemson,22.30m,False,Doc Hale - VT Elite Meet,2013-02-08
Weight Throw,f,3,"Rohl, Beth",SR-4,Michigan State,22.17m,False,Big Ten Men's & Women's Indoor Track & Field Championships,2013-02-22
Weight Throw,f,4,"Krechyk, Alena",SR-4,Kansas,21.76m,False,2013 Armory Collegiate Invitational,2013-02-01
Weight Throw,f,5,"Bunch, Dani",JR-3,Purdue,21.61m,False,Big Ten Men's & Women's Indoor Track & Field Championships,2013-02-22
Weight Throw,f,5,"Funk, Brittany",SO-2,Akron,21.61m,False,VT Final Qualifier,2013-03-02
Pentathlon,f,1,"Alcide, Makeba",SR-4,Arkansas,4569,False,SEC Indoor Track & Field Championships,2013-02-22
Pentathlon,f,2,"Ondraschkova, Lucie",SR-4,Georgia,4208,False,SEC Indoor Track & Field Championships,2013-02-22
Pentathlon,f,2,"Pinnick, Keia",SR-4,Arizona State,4208,False,Texas A&M Challenge Presented by Mondo America,2013-01-25
Pentathlon,f,4,"Rahn, Xenia",SO-2,Memphis,4191,False,Kentucky Rod McCravy Memorial Meet,2013-01-25
Pentathlon,f,5,"Bougard, Erica",SO-2,Miss State,4190,False,Air Force Invitational (Multi-Events),2013-01-24
Heptathlon,m,1,"Taiwo, Jeremy",SR-4,Washington,6156,False,Boise State Team Challenge,2013-02-08
Heptathlon,m,2,"Cato, Japheth",JR-3,Wisconsin,6090,False,Big Ten Men's & Women's Indoor Track & Field Championships,2013-02-22
Heptathlon,m,3,"Lazas, Kevin",JR-3,Arkansas,6042,False,Razorback Invitational,2013-01-25
Heptathlon,m,4,"Scantling, Garrett",SO-2,Georgia,5889,False,SEC Indoor Track & Field Championships,2013-02-22
Heptathlon,m,5,"Hock, Johannes",FR-1,Texas,5858,False,Big 12 Indoor Track & Field Championships,2013-02-22
