event,gender,place,athlete,year,team,result,converted,meet,meet_date
"10,000 Meters",m,2,"Linkletter, Rory",SR-4,BYU,28:12.42,False,Payton Jordan Invitational,2019-05-02
"10,000 Meters",m,3,"Mantz, Conner",SO-2,BYU,28:18.18,False,Stanford Invitational,2019-03-29
"10,000 Meters",m,4,"Young, Clayton",SR-4,BYU,28:18.50,False,Stanford Invitational,2019-03-29
"10,000 Meters",m,5,"Kigen, Gilbert",SR-4,Alabama,28:20.28,False,Stanford Invitational,2019-03-29
"10,000 Meters",f,1,"Ostrander, Allie",JR-3,Boise State,32:06.71,False,Stanford Invitational,2019-03-29
"10,000 Meters",f,2,"Stoner, Paige",SR-4,Syracuse,32:07.36,False,Stanford Invitational,2019-03-29
"10,000 Meters",f,3,"Kelati, Weini",SO-2,New Mexico,32:09.10,False,Mountain West Outdoor Track & Field Championship,2019-05-08
"10,000 Meters",f,4,"Kurgat, Ednah",SR-4,New Mexico,32:14.27,False,Stanford Invitational,2019-03-29
"10,000 Meters",f,5,"Batt-Doyle, Isobel",SR-4,Washington,32:20.84,False,Stanford Invitational,2019-03-29
100 Hurdles,f,1,"Brown, Janeek",SO-2,Arkansas,12.55,False,SEC Outdoor Track & Field Championships,2019-05-09
100 Hurdles,f,2,"Brissett, Chanel",SO-2,USC,12.70,False,2019 Pac-12 Track & Field Championships,2019-05-04
100 Hurdles,f,2,"Chadwick, Payton",SR-4,Arkansas,12.70,False,SEC Outdoor Track & Field Championships,2019-05-09
100 Hurdles,f,4,"Jones, Cortney",JR-3,Florida State,12.72,False,ACC Championships,2019-05-09
100 Hurdles,f,4,"Williams, Jeanine",SR-4,Georgia Tech,12.72,False,ACC Championships,2019-05-09
110 Hurdles,m,1,"Holloway, Grant",JR-3,Florida,13.07,False,SEC Outdoor Track & Field Championships,2019-05-09
110 Hurdles,m,1,"Roberts, Daniel",JR-3,Kentucky,13.07,False,SEC Outdoor Track & Field Championships,2019-05-09
110 Hurdles,m,3,"Moore, Isaiah",SR-4,South Carolina,13.25,False,Gamecock Invitational Outdoor,2019-04-13
110 Hurdles,m,4,"Cunningham, Trey",SO-2,Florida State,13.43,False,FSU Relays (College),2019-03-22
110 Hurdles,m,5,"Lattin, Amere",SR-4,Houston,13.56,False,The American Outdoor Track & Field Championships,2019-05-10
400 Hurdles,m,1,"Samuel, Cameron",SO-2,USC,49.09,False,2019 Pac-12 Track & Field Championships,2019-05-04
400 Hurdles,m,2,"Grimes, Norman",SO-2,Texas Tech,49.11,False,Big 12 Outdoor Track and Field Championships,2019-05-10
400 Hurdles,m,3,"Tucker, Infinite",JR-3,Texas A&M,49.38,False,SEC Outdoor Track & Field Championships,2019-05-09
400 Hurdles,m,4,"Grant, Robert",SR-4,Texas A&M,49.47,False,SEC Outdoor Track & Field Championships,2019-05-09
400 Hurdles,m,5,"Izu, Ilolo",SR-4,Texas A&M,49.68,False,Texas A&M Alumni Muster,2019-04-27
400 Hurdles,f,1,"McKenzie, Ranae",SR-4,Kansas State,56.11,False,Michael Johnson Invitational,2019-04-19
400 Hurdles,f,2,"Cockrell, Anna",JR-3,USC,56.44,False,USC vs UCLA,2019-04-27
400 Hurdles,f,3,"Bender, Hope",SR-4,UC Santa Barbara,56.64,False,Big West Outdoor Track & Field Championships,2019-05-10
400 Hurdles,f,4,"Woodward, Jurnee",SO-2,LSU,56.77,False,SEC Outdoor Track & Field Championships,2019-05-09
400 Hurdles,f,5,"Scott, Gabby",SR-4,Colorado,56.82,False,2019 Pac-12 Track & Field Championships,2019-05-04
3000 Steeplechase,m,1,"Smeeton, Ryan",SO-2,Oklahoma State,8:27.90,False,Payton Jordan Invitational,2019-05-02
3000 Steeplechase,m,2,"Ali, Obsa",SR-4,Minnesota,8:31.15,False,Payton Jordan Invitational,2019-05-02
3000 Steeplechase,m,3,"Owens, Matt",SO-2,BYU,8:32.59,False,Payton Jordan Invitational,2019-05-02
3000 Steeplechase,m,4,"Michalski, Daniel",SR-4,Indiana,8:34.26,False,125th Penn Relays,2019-04-25
3000 Steeplechase,m,5,"Mylenek, Nathan",JR-3,Iowa,8:38.53,False,Mt. SAC Relays,2019-04-18
3000 Steeplechase,f,1,"Ostrander, Allie",JR-3,Boise State,9:45.66,False,Payton Jordan Invitational,2019-05-02
3000 Steeplechase,f,2,"Cohen, Adva",SO-2,New Mexico,9:45.71,False,Payton Jordan Invitational,2019-05-02
3000 Steeplechase,f,3,"Prouse, Charlotte",JR-3,New Mexico,9:47.43,False,Mountain West Outdoor Track & Field Championship,2019-05-08
3000 Steeplechase,f,4,"Ilarda, Brianna",SR-4,Providence,9:50.42,False,Stanford Invitational,2019-03-29
3000 Steeplechase,f,5,"Stoner, Paige",SR-4,Syracuse,9:51.24,False,ACC Championships,2019-05-09
High Jump,m,1,"Sears, Earnie",SO-2,USC,2.27m,False,2019 Pac-12 Track & Field Championships,2019-05-04
High Jump,m,1,"Vilches, Roberto",FR-1,Missouri,2.27m,False,Mizzou Spring Open,2019-04-06
High Jump,m,3,"Shankar, Tejaswin",SO-2,Kansas State,2.26m,False,Big 12 Outdoor Track and Field Championships,2019-05-10
High Jump,m,4,"Summerset, Justice",JR-3,Arizona,2.25m,False,2019 Desert Heat Classic,2019-04-27
High Jump,m,5,"Harrison, JuVaughn",SO-2,LSU,2.24m,False,LSU Alumni Gold,2019-04-20
High Jump,m,5,"Laine, Keenon",SR-4,Georgia,2.24m,False,Spec Towns Invitational,2019-04-05
High Jump,m,5,"McEwen, Shelby",JR-3,Alabama,2.24m,False,War Eagle Invitational 2019,2019-04-19
High Jump,m,5,"Anderson, Zack",JR-3,South Dakota,2.24m,False,Summit League T&F Outdoor Championships,2019-05-08
High Jump,f,1,"Stapleton-Johnson, Andrea",SR-4,BYU,1.89m,False,2019 BYU Cougar Invitational,2019-05-09
High Jump,f,2,"Greene, Nicole",JR-3,North Carolina,1.88m,False,ACC Championships,2019-05-09
High Jump,f,2,"Teran, Karla",JR-3,Arizona,1.88m,False,2019 Pac-12 Track & Field Championships,2019-05-04
High Jump,f,4,"Gittens, Tyra",SO-2,Texas A&M,1.87m,False,2019 92nd Clyde Littlefield Texas Relays,2019-03-27
High Jump,f,5,"Willis, Zarriea",SR-4,Texas Tech,1.85m,False,Michael Johnson Invitational,2019-04-19
High Jump,f,5,"Cutliff, Clarissa",SR-4,FIU,1.85m,False,UCF Knights Invite,2019-03-22
High Jump,f,5,"Hanson, Sashane",SR-4,Texas A&M-CC,1.85m,False,2019 92nd Clyde Littlefield Texas Relays,2019-03-27
High Jump,f,5,"Beattie, Erinn",SR-4,UC Davis,1.85m,False,Bryan Clay Invitational,2019-04-17
Pole Vault,m,1,"Duplantis, Mondo",FR-1,LSU,6.00m,False,SEC Outdoor Track & Field Championships,2019-05-09
Pole Vault,m,2,"Nilsen, Chris",JR-3,South Dakota,5.85m,False,Drake Relays presented by Hy-Vee,2019-04-24
Pole Vault,m,3,"Bradford, Zach",FR-1,Kansas,5.77m,False,Kansas Relays,2019-04-17
Pole Vault,m,4,"Lightfoot, KC",FR-1,Baylor,5.71m,False,Michael Johnson Invitational,2019-04-19
Pole Vault,m,4,"Wooten, Jacob",SR-4,Texas A&M,5.71m,False,Michael Johnson Invitational,2019-04-19
Pole Vault,m,4,"Fritsch, Clayton",SO-2,Sam Houston St.,5.71m,False,ACU Last Chance 2019,2019-05-12
Pole Vault,f,1,"Gruver, Olivia",SR-4,Washington,4.73m,False,Stanford Invitational,2019-03-29
Pole Vault,f,2,"Draxler, Bonnie",SR-4,San Diego St.,4.51m,False,Jim Bush Legends Invitational,2019-03-30
Pole Vault,f,3,"Baxter, Rachel",SO-2,Virginia Tech,4.50m,False,2019 Lenny Lyles-Clark Wood Invitational,2019-04-26
Pole Vault,f,3,"Hoggard, Victoria",SR-4,Arkansas,4.50m,False,2019 92nd Clyde Littlefield Texas Relays,2019-03-27
Pole Vault,f,3,"Bryan, Lucy",SR-4,Akron,4.50m,False,LSU Invitational,2019-04-27
Long Jump,m,1,"Harrison, JuVaughn",SO-2,LSU,8.17m,False,Miami Hurricane Alumni Invitational,2019-04-12
Long Jump,m,2,"Lewis, Odaine",SR-4,Texas Tech,8.10m,False,Corky/Crofoot Shootout,2019-04-26
Long Jump,m,2,"Ward, Ja'Mari",SO-2,Missouri,8.10m,False,SEC Outdoor Track & Field Championships,2019-05-09
Long Jump,m,4,"Brown, Charles",SR-4,Texas Tech,8.07m,False,2019 92nd Clyde Littlefield Texas Relays,2019-03-27
Long Jump,m,4,"Randrianasolo, Yann",SR-4,South Carolina,8.07m,False,Gamecock Invitational Outdoor,2019-04-13
Long Jump,f,1,"Whisby, Aliyah",SO-2,Georgia,6.76m,False,Torrin Lawrence Memorial,2019-04-26
Long Jump,f,2,"David, Yanis",SR-4,Florida,6.65m,False,SEC Outdoor Track & Field Championships,2019-05-09
Long Jump,f,3,"Alexander, Sarea",SR-4,Incarnate Word,6.60m,False,UIW Invitational,2019-04-12
Long Jump,f,3,"Pryce, Taishia",JR-3,Kansas State,6.60m,False,2019 92nd Clyde Littlefield Texas Relays,2019-03-27
Long Jump,f,5,"Williams, Nadia",JR-3,Central Michigan,6.54m,False,Mid-American Conference Outdoor Track & Field Championships,2019-05-09
Triple Jump,m,1,"Scott, Jordan",JR-3,Virginia,17.37m,False,ACC Championships,2019-05-09
Triple Jump,m,2,"Wallace, Armani",SR-4,Florida State,16.88m,False,ACC Championships,2019-05-09
Triple Jump,m,3,"Mapaya, Chengetayi",SO-2,TCU,16.64m,False,National Relay Championships,2019-04-26
Triple Jump,m,4,"Lewis, Odaine",SR-4,Texas Tech,16.53m,False,Michael Johnson Invitational,2019-04-19
Triple Jump,m,5,"Kaukolahti, Tuomas",JR-3,California,16.50m,False,Big Meet,2019-04-06
Triple Jump,f,1,"David, Yanis",SR-4,Florida,14.35m,False,SEC Outdoor Track & Field Championships,2019-05-09
Triple Jump,f,2,"Stevenson, Ciynamon",JR-3,Texas A&M,13.96m,False,Michael Johnson Invitational,2019-04-19
Triple Jump,f,3,"Flynn, Tiffany",SR-4,Miss State,13.87m,False,SEC Outdoor Track & Field Championships,2019-05-09
Triple Jump,f,4,"Madlock, Alex",SO-2,Baylor,13.79m,False,2019 92nd Clyde Littlefield Texas Relays,2019-03-27
Triple Jump,f,5,"Matthews, Bria",JR-3,Georgia Tech,13.77m,False,ACC Championships,2019-05-09
Shot Put,m,1,"Geist, Jordan",SO-2,Arizona,21.59m,False,2019 Triton Invitational,2019-04-12
Shot Put,m,2,"Otterdahl, Payton",SR-4,North Dakota State,21.37m,False,Beach Invitational,2019-04-19
Shot Put,m,3,"Ogundeji, Dotun",SR-4,UCLA,21.05m,False,Rafer Johnson & Jackie Joyner-Kersee Invitational,2019-04-13
Shot Put,m,4,"Piperi, Adrian",SO-2,Texas,21.01m,False,Beach Invitational,2019-04-19
Shot Put,m,5,"Comenentia, Denzel",SR-4,Georgia,20.78m,False,Beach Invitational,2019-04-19
Shot Put,f,1,"Warren, Portious",SR-4,Alabama,18.61m,False,LSU Invitational,2019-04-27
Shot Put,f,2,"Wilson, Alyssa",SO-2,UCLA,18.02m,False,Beach Invitational,2019-04-19
Shot Put,f,2,"Tausaga, Laulauga",JR-3,Iowa,18.02m,False,Beach Invitational,2019-04-19
Shot Put,f,4,"Noennig, Samantha",SO-2,Arizona State,17.91m,False,2019 Desert Heat Classic,2019-04-27
Shot Put,f,5,"Latimer, Taylor",SO-2,Kansas State,17.74m,False,Big 12 Outdoor Track and Field Championships,2019-05-10
Discus,m,1,"Thompson, Greg",SR-4,Maryland,65.56m,False,125th Penn Relays,2019-04-25
Discus,m,2,"Kicinski, Eric",SR-4,Texas Tech,63.45m,False,Corky/Crofoot Shootout,2019-04-26
Discus,m,3,"Otterdahl, Payton",SR-4,North Dakota State,62.94m,False,2019 Husker Spring Invitational,2019-04-05
Discus,m,4,"Tuufuli, Reno",SR-4,Iowa,62.54m,False,Musco Twilight,2019-04-13
Discus,m,5,"Stona, Roje",FR-1,Clemson,61.22m,False,Florida Relays,2019-03-28
Discus,m,5,"Evans, Jerimiah",SO-2,Michigan State,61.22m,False,Jesse Owens Classic - The Ohio State University,2019-04-26
Discus,f,1,"Lawrence, Shadae",SR-4,Colorado St.,65.05m,False,Mountain West Outdoor Track & Field Championship,2019-05-08
Discus,f,2,"Tausaga, Laulauga",JR-3,Iowa,62.28m,False,Beach Invitational,2019-04-19
Discus,f,3,"Love, Shanice",JR-3,Florida State,61.54m,False,FSU Relays (College),2019-03-22
Discus,f,4,"Jacobs, Gabi",SR-4,Missouri,60.25m,False,Wichita State Herm Wilson Invitational,2019-03-21
Discus,f,5,"Russell, Terrisa",SR-4,FIU,58.49m,False,Virginia Grand Prix,2019-04-26
Hammer,m,1,"Comenentia, Denzel",SR-4,Georgia,76.80m,False,Mt. SAC Relays,2019-04-18
Hammer,m,2,"Orn Jonsson, Hilmar",SR-4,Virginia,75.26m,False,Virginia Grand Prix,2019-04-26
Hammer,m,3,"Haugh, Daniel",SR-4,Kennesaw State,75.03m,False,ASUN Outdoor Track & Field Championships,2019-05-10
Hammer,m,4,"Dudarev, Gleb",JR-3,Kansas,74.39m,False,Florida Relays,2019-03-28
Hammer,m,5,"Mardal, Thomas",SO-2,Florida,73.00m,False,SEC Outdoor Track & Field Championships,2019-05-09
Hammer,f,1,"Llano, Beatrice",SO-2,Arizona State,71.43m,False,2019 ASU Invitational,2019-03-22
Hammer,f,2,"Wilson, Alyssa",SO-2,UCLA,70.63m,False,Rafer Johnson & Jackie Joyner-Kersee Invitational,2019-04-13
Hammer,f,3,"Rogers, Camryn",SO-2,California,69.79m,False,2019 Pac-12 Track & Field Championships,2019-05-04
Hammer,f,4,"Shippee, Jillian",SO-2,North Carolina,68.36m,False,ACC Championships,2019-05-09
Hammer,f,5,"Scarvelis, Stamatia",SR-4,Tennessee,68.32m,False,SEC Outdoor Track & Field Championships,2019-05-09
Javelin,m,1,"Peters, Anderson",SO-2,Miss State,86.07m,False,2019 92nd Clyde Littlefield Texas Relays,2019-03-27
Javelin,m,2,"Thompson, Curtis",SR-4,Miss State,78.68m,False,National Relay Championships,2019-04-26
Javelin,m,3,"Dabbs, Ethan",FR-1,Virginia,76.04m,False,ACC Championships,2019-05-09
Javelin,m,4,"True, Aaron",SR-4,Wichita State,75.33m,False,Kansas Relays,2019-04-17
Javelin,m,5,"Christensen, Liam",FR-1,Stanford,74.78m,False,Big Meet,2019-04-06
Javelin,f,1,"Little, Mackenzie",SR-4,Stanford,59.47m,False,Big Meet,2019-04-06
Javelin,f,2,"Pryke, Ashley",SR-4,Memphis,57.47m,False,Al Schmidt Bulldog Relays Invite,2019-03-22
Javelin,f,3,"Carter, Kylee",JR-3,Auburn,57.45m,False,FSU Relays (College),2019-03-22
Javelin,f,4,"Gray, Jenna",JR-3,Stanford,56.09m,False,Stanford Invitational,2019-03-29
Javelin,f,5,"Rivera, Sophia",SO-2,Missouri,55.73m,False,John McDonnell Invitational,2019-04-12
Javelin,f,5,"Geisler, Seri",JR-3,Arizona State,55.73m,False,Beach Invitational,2019-04-19
Heptathlon,f,1,"Zamzow, Ashtin",SR-4,Texas,6148,False,2019 92nd Clyde Littlefield Texas Relays,2019-03-27
Heptathlon,f,2,"Atherley, Michelle",JR-3,Miami (Fla.),5966,False,Miami Hurricane Alumni Invitational,2019-04-12
Heptathlon,f,3,"Bender, Hope",SR-4,UC Santa Barbara,5940,False,Bryan Clay Invitational,2019-04-17
Heptathlon,f,4,"Marsh, Erin",SO-2,Duke,5806,False,ACC Championships,2019-05-09
Heptathlon,f,5,"Froeynes, Amanda",SO-2,Florida,5801,False,SEC Outdoor Track & Field Championships,2019-05-09
Decathlon,m,1,"Owens, Ayden",FR-1,USC,8130,False,Bryan Clay Invitational,2019-04-17
Decathlon,m,2,"Williams, Harrison",SR-4,Stanford,8112,False,Bryan Clay Invitational,2019-04-17
Decathlon,m,3,"Vollmer, Max",FR-1,Oregon,7964,False,2019 Pac-12 Track & Field Championships,2019-05-04
Decathlon,m,4,"Erm, Johannes",SO-2,Georgia,7913,False,Spec Towns Invitational,2019-04-05
Decathlon,m,5,"Lawson, TJ",JR-3,Kent State,7876,False,Tennessee Relays,2019-04-11
