event,gender,place,athlete,year,team,result,converted,meet,meet_date
Mile,f,1,"Purrier, Elinor",SO-2,New Hampshire,4:29.71,False,David Hemery Valentine Invitational,2016-02-12
Mile,f,2,"Edwards, Kaela",SO-2,Oklahoma State,4:32.14,False,Razorback Invitational,2016-01-29
Mile,f,3,"Keklak, Andrea",SR-4,Georgetown,4:33.24,False,David Hemery Valentine Invitational,2016-02-12
Mile,f,4,"Teschuk, Erin",SR-4,North Dakota State,4:34.00,True,Jack Johnson Classic,2016-01-22
Mile,f,5,"Osika, Shannon",SR-4,Michigan,4:34.34,False,Meyo Invitational 2016,2016-02-05
3000 Meters,m,1,"Cheserek, Edward",JR-3,Oregon,7:40.51,False,NYRR Millrose Games,2016-02-20
3000 Meters,m,2,"Tiernan, Patrick",SR-4,Villanova,7:48.55,False,Fastrack National Invite,2016-02-12
3000 Meters,m,3,"Knight, Justyn",FR-1,Syracuse,7:48.71,False,Iowa State Classic,2016-02-12
3000 Meters,m,4,"McGorty, Sean",SO-2,Stanford,7:48.79,False,Iowa State Classic,2016-02-12
3000 Meters,m,5,"Vargas, Luis",SR-4,North Carolina St.,7:48.81,True,Camel City Invitational,2016-01-29
3000 Meters,f,1,"Ostrander, Allie",FR-1,Boise State,8:54.27,False,Husky Classic,2016-02-12
3000 Meters,f,2,"Frazier, Wesley",SO-2,North Carolina St.,8:56.66,True,Camel City Invitational,2016-01-29
3000 Meters,f,3,"Seidel, Molly",JR-3,Notre Dame,8:57.13,False,Meyo Invitational 2016,2016-02-05
3000 Meters,f,4,"Finn, Erin",JR-3,Michigan,9:01.25,False,Meyo Invitational 2016,2016-02-05
3000 Meters,f,5,"Thackery, Calli",JR-3,New Mexico,9:03.59,False,Husky Classic,2016-02-12
5000 Meters,m,1,"Cheserek, Edward",JR-3,Oregon,13:35.86,False,Husky Classic,2016-02-12
5000 Meters,m,2,"Curtin, Thomas",SR-4,Virginia Tech,13:37.10,False,Iowa State Classic,2016-02-12
5000 Meters,m,3,"Scott, Marc",JR-3,Tulsa,13:37.34,False,Iowa State Classic,2016-02-12
5000 Meters,m,4,"Bennie, Colin",SO-2,Syracuse,13:38.81,False,Iowa State Classic,2016-02-12
5000 Meters,m,5,"Walling, Ryan",SR-4,Mississippi,13:39.44,False,Iowa State Classic,2016-02-12
5000 Meters,f,1,"Seidel, Molly",JR-3,Notre Dame,15:19.64,False,ACC Championships,2016-02-25
5000 Meters,f,2,"Ostrander, Allie",FR-1,Boise State,15:21.85,False,UW Invitational,2016-01-29
5000 Meters,f,3,"Rohrer, Anna",FR-1,Notre Dame,15:32.03,False,ACC Championships,2016-02-25
5000 Meters,f,4,"Finn, Erin",SO-2,Michigan,15:37.31,False,Big Ten Indoor Track and Field Championships,2016-02-26
5000 Meters,f,5,"Blaase, Chelsea",SR-4,Tennessee,15:43.81,False,Husky Classic,2016-02-12
60 Hurdles,m,1,"Moore, Jordan",JR-3,LSU,7.60,False,SEC Indoor Track & Field Championships,2016-02-26
60 Hurdles,m,1,"Allen, Devon",SO-2,Oregon,7.60,False,MPSF Indoor Track & Field Championships,2016-02-26
60 Hurdles,m,3,"Barnes, William",SR-4,Kent State,7.67,False,Kent State Tune Up,2016-02-20
60 Hurdles,m,4,"Mallett, Aaron",JR-3,Iowa,7.69,False,Big Ten Indoor Track and Field Championships,2016-02-26
60 Hurdles,m,4,"Echols, Dondre",SR-4,South Carolina,7.69,False,Tyson Invitational,2016-02-12
60 Hurdles,m,4,"Zallow, Chad",FR-1,Youngstown St.,7.69,False,Akron Zips Invitational,2016-02-19
60 Hurdles,m,4,"Nelson, Israel",FR-1,Oral Roberts,7.69,False,Pittsburg State Invitational,2016-01-29
60 Hurdles,f,1,"Ofili, Cindy",SR-4,Michigan,7.97,False,Meyo Invitational 2016,2016-02-05
60 Hurdles,f,1,"Charlton, Devynne",JR-3,Purdue,7.97,False,Big Ten Indoor Track and Field Championships,2016-02-26
60 Hurdles,f,3,"Wallace, Sasha",JR-3,Oregon,7.98,True,Don Kirby Open & Elite,2016-02-12
60 Hurdles,f,4,"Jones, Akela",SR-4,Kansas State,8.00,False,Big 12 Indoor Track & Field Championships,2016-02-26
60 Hurdles,f,5,"Brisco, Mikiah",SO-2,LSU,8.05,False,SEC Indoor Track & Field Championships,2016-02-26
High Jump,m,1,"Adkins, Bradley",SR-4,Texas Tech,2.29m,False,Tyson Invitational,2016-02-12
High Jump,m,2,"Cunningham, Randall",SO-2,USC,2.26m,False,Conference Clash / Power 5 Invite,2016-01-22
High Jump,m,3,"Landon, Kyle",JR-3,Southern Illinois,2.25m,False,2016 MVC Indoor Track and Field Championships,2016-02-27
High Jump,m,3,"Bryan, Christoff",SO-2,Kansas State,2.25m,False,Tyson Invitational,2016-02-12
High Jump,m,3,"Jones, Avion",SR-4,East Carolina,2.25m,False,Dick Taylor Carolina Cup,2016-01-15
High Jump,f,1,"Jones, Akela",SR-4,Kansas State,1.93m,False,Big 12 Indoor Track & Field Championships,2016-02-26
High Jump,f,2,"Garcia Jou, Claudia",SR-4,Akron,1.88m,False,Penn State National,2016-01-29
High Jump,f,3,"Czuth, Reka",SO-2,Nebraska,1.87m,False,41st Annual Frank Sevigne Husker Invitational,2016-02-05
High Jump,f,3,"Williamson, Kimberly",JR-3,Kansas State,1.87m,False,2016 KU-KSU-WSU Triangular,2016-01-15
High Jump,f,3,"Williams, Kendell",JR-3,Georgia,1.87m,False,Razorback Invitational,2016-01-29
High Jump,f,3,"Porter, Chanice",SR-4,Georgia,1.87m,False,Doc Hale VT Elite,2016-02-05
Pole Vault,m,1,"Blankenship, Jake",SR-4,Tennessee,5.72m,False,Doc Hale VT Elite,2016-02-05
Pole Vault,m,2,"Laidig, Torben",SO-2,Virginia Tech,5.62m,False,Doc Hale VT Elite,2016-02-05
Pole Vault,m,3,"Bell, Dylan",SR-4,Air Force,5.56m,False,Air Force Indoor Team Challenge,2016-02-05
Pole Vault,m,4,"Tonnesen, Pau",SR-4,Arizona,5.53m,False,MPSF Indoor Track & Field Championships,2016-02-26
Pole Vault,m,5,"Wyatt, Audie",SO-2,Texas A&M,5.51m,False,SEC Indoor Track & Field Championships,2016-02-26
Pole Vault,f,1,"Clark, Megan",SR-4,Duke,4.60m,False,2016 Armory Track Invitational (Colleges),2016-02-05
Pole Vault,f,1,"Weeks, Alexis",FR-1,Arkansas,4.60m,False,Tyson Invitational,2016-02-12
Pole Vault,f,3,"Grove, Emily",SR-4,South Dakota,4.51m,False,Iowa State Classic,2016-02-12
Pole Vault,f,4,"Newman, Alysha",JR-3,Miami,4.50m,False,2016 Armory Track Invitational (Colleges),2016-02-05
Pole Vault,f,5,"Petrillose, Kaitlin",SR-4,Texas,4.41m,False,Big 12 Indoor Track & Field Championships,2016-02-26
Long Jump,m,1,"Lawson, Jarrion",SR-4,Arkansas,8.17m,False,Razorback Invitational,2016-01-29
Long Jump,m,1,"Addison, Jonathan",SR-4,North Carolina St.,8.17m,False,Doc Hale VT Elite,2016-02-05
Long Jump,m,3,"Abdullah, Bilal",SR-4,Kennesaw State,7.98m,False,UAB Vulcan Invitational,2016-01-16
Long Jump,m,4,"Bates, KeAndre",SO-2,Florida,7.93m,False,Razorback Invitational,2016-01-29
Long Jump,m,5,"Barze, Steven",JR-3,SE Louisiana,7.92m,False,LSU Purple Tiger,2016-01-08
Long Jump,f,1,"Burks, Quanesha",JR-3,Alabama,6.75m,False,SEC Indoor Track & Field Championships,2016-02-26
Long Jump,f,1,"Jones, Akela",SR-4,Kansas State,6.75m,False,Big 12 Indoor Track & Field Championships,2016-02-26
Long Jump,f,3,"Porter, Chanice",SR-4,Georgia,6.64m,False,SEC Indoor Track & Field Championships,2016-02-26
Long Jump,f,4,"Saunders, Sha'Keela",JR-3,Kentucky,6.59m,False,SEC Indoor Track & Field Championships,2016-02-26
Long Jump,f,5,"Hall, Kate",FR-1,Iowa State,6.54m,False,Razorback Invitational,2016-01-29
Triple Jump,m,1,"Sloan, Eric",JR-3,USC,17.03m,False,Tyson Invitational,2016-02-12
Triple Jump,m,2,"Green, Jeremiah",JR-3,Alabama,16.68m,False,Tyson Invitational,2016-02-12
Triple Jump,m,3,"Oneal, Matthew",SR-4,South Florida,16.66m,False,Joe Donahue Games,2016-01-22
Triple Jump,m,4,"Pullen, Clive",JR-3,Arkansas,16.55m,False,SEC Indoor Track & Field Championships,2016-02-26
Triple Jump,m,5,"Johnson, Shawn",SR-4,Auburn,16.42m,False,Don Kirby Open & Elite,2016-02-12
Triple Jump,f,1,"Orji, Keturah",SO-2,Georgia,14.08m,False,SEC Indoor Track & Field Championships,2016-02-26
Triple Jump,f,2,"McQueen, Darrielle",SO-2,Florida,13.61m,False,SEC Indoor Track & Field Championships,2016-02-26
Triple Jump,f,3,"David, Yanis",FR-1,Florida,13.50m,False,Tyson Invitational,2016-02-12
Triple Jump,f,4,"Hughes, Amber",JR-3,Tennessee St.,13.35m,False,Ohio Valley Indoor Track & Field Championships,2016-02-26
Triple Jump,f,4,"Dicks, Natasha",JR-3,South Carolina,13.35m,False,SEC Indoor Track & Field Championships,2016-02-26
Triple Jump,f,4,"Charley, Simone",JR-3,Vanderbilt,13.35m,False,Music City Challenge,2016-02-12
Shot Put,m,1,"Crouser, Ryan",SR-4,Texas,21.73m,False,Big 12 Indoor Track & Field Championships,2016-02-26
Shot Put,m,2,"Mihaljevic, Filip",SO-2,Virginia,20.69m,False,2016 Rod McCravy Memorial Track & Field Meet,2016-01-22
Shot Put,m,3,"Scarvelis, Nicholas",SR-4,UCLA,20.36m,False,Lumberjack Team Challenge 2016,2016-01-16
Shot Put,m,4,"Murasky, JC",SR-4,Ohio State,20.19m,False,Big Ten Indoor Track and Field Championships,2016-02-26
Shot Put,m,5,"Miller, Ashinia",SR-4,Georgia,20.06m,False,SEC Indoor Track & Field Championships,2016-02-26
Shot Put,f,1,"Saunders, Raven",SO-2,Mississippi,19.23m,False,Iowa State Classic,2016-02-12
Shot Put,f,2,"Hillman, Christina",SR-4,Iowa State,17.93m,False,Big 12 Indoor Track & Field Championships,2016-02-26
Shot Put,f,3,"Card, Kelsey",SR-4,Wisconsin,17.85m,False,Minnesota/Wisconsin Dual,2016-01-22
Shot Put,f,4,"Winters, Dani",SR-4,Kansas State,17.63m,False,Big 12 Indoor Track & Field Championships,2016-02-26
Shot Put,f,4,"Ealey, Chase",SR-4,Oklahoma State,17.63m,False,Tyson Invitational,2016-02-12
Weight Throw,m,1,"Enekwechi, Chukwuebuka",SR-4,Purdue,23.89m,False,Fred Wilt Invitational,2016-02-13
Weight Throw,m,2,"Brown , Cameron",SR-4,Tennessee,22.86m,False,Tyson Invitational,2016-02-12
Weight Throw,m,3,"Winkler, Rudy",JR-3,Cornell,22.82m,False,Sykes & Sabock Challenge Cup,2016-02-05
Weight Throw,m,4,"Young, Alexander",SR-4,SE Louisiana,22.58m,False,KMS Invitational,2016-01-31
Weight Throw,m,5,"Skipper, Greg",SR-4,Oregon,22.11m,False,MPSF Indoor Track & Field Championships,2016-02-26
Weight Throw,f,1,"Card, Kelsey",SR-4,Wisconsin,22.14m,False,Big Ten Indoor Track and Field Championships,2016-02-26
Weight Throw,f,2,"Cooper, Marthaline",JR-3,Winthrop,21.93m,False,Virginia Tech Challenge,2016-02-19
Weight Throw,f,3,"Chavis, Nicole",SR-4,North Carolina St.,21.91m,False,Vanderbilt Invitational,2016-01-29
Weight Throw,f,4,"Bell, Vesta",SR-4,UC Riverside,21.76m,False,Don Kirby Open & Elite,2016-02-12
Weight Throw,f,5,"Jenkins, Ashley",SR-4,Sam Houston St.,21.65m,False,New Mexico Cherry & Silver,2016-01-22
Pentathlon,f,1,"Jones, Akela",SR-4,Kansas State,4664 h,False,DeLoss Dodds Invitational,2016-01-22
Pentathlon,f,2,"Williams, Kendell",JR-3,Georgia,4558,False,Razorback Invitational,2016-01-29
Pentathlon,f,3,"Brooks, Taliyah",SO-2,Arkansas,4457,False,Razorback Invitational,2016-01-29
Pentathlon,f,4,"Iuel, Amalie",JR-3,USC,4444,False,MPSF Indoor Track & Field Championships,2016-02-26
Pentathlon,f,5,"Lehman, Jess",SR-4,Minnesota,4393,False,Big Ten Indoor Track and Field Championships,2016-02-26
Heptathlon,m,1,"Scantling, Garrett",SR-4,Georgia,6020,False,Razorback Invitational,2016-01-29
Heptathlon,m,2,"Tonnesen, Pau",SR-4,Arizona,5972,False,UW Invitational,2016-01-29
Heptathlon,m,3,"Abdullah, Bilal",SR-4,Kennesaw State,5891,False,New Mexico Classic,2016-02-05
Heptathlon,m,4,"Uibo, Maicel",SR-4,Georgia,5854,False,Razorback Invitational,2016-01-29
Heptathlon,m,5,"Ziemek, Zach",SR-4,Wisconsin,5825,False,2016 Jack Jennett Invitational,2016-01-29
